person,person_url,universities_category,key,value
James Batcheller Sumner,https://vi.wikipedia.org/wiki/James_Batcheller_Sumner,Đại học Harvard,prizes,Giải Nobel Hóa học năm 194625px
James Batcheller Sumner,https://vi.wikipedia.org/wiki/James_Batcheller_Sumner,Đại học Harvard,work_institutions,Đại học Cornell
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,alma_mater,Đại học Michigan
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,awards,Giải thưởng Lalande
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,birth_place,Canada
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,birth_place,Fingal
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,birth_place,Ontario
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,caption,Chân dung của Watson
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,death_place,Madison
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,death_place,US
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,death_place,Wisconsin
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,education,Đại học Michigan
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,image,James Craig Watson (1838-1880).jpg
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,known_for,Phát hiện ra sao chổi
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,known_for,các hành tinh vi hình
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,name,James Craig Watson
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,nationality,Canada
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,occupation,giáo sư
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,occupation,nhà thiên văn học
James Craig Watson,https://vi.wikipedia.org/wiki/James_Craig_Watson,Đại học Michigan,occupation,nhà vật lý
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,birth_name,James Francis Aloysius McIntyre
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,birth_place,New York
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,birth_place,Thành phố New York
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,death_place,California
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,death_place,Los Angeles
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,name,James Francis McIntyre
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,predecessor,John Joseph Cantwell
James Francis McIntyre,https://vi.wikipedia.org/wiki/James_Francis_McIntyre,Đại học Columbia,successor,Timothy Manning
James Franco,https://vi.wikipedia.org/wiki/James_Franco,Đại học Columbia; Đại học Yale,caption,Franco năm 2013
James Franco,https://vi.wikipedia.org/wiki/James_Franco,Đại học Columbia; Đại học Yale,image,2013.jpg
James Franco,https://vi.wikipedia.org/wiki/James_Franco,Đại học Columbia; Đại học Yale,image,James Franco 4
James Franco,https://vi.wikipedia.org/wiki/James_Franco,Đại học Columbia; Đại học Yale,name,James Franco
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,birth_name,James Rodney Schlesinger
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,birth_place,Hoa Kỳ
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,birth_place,New York
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,birth_place,Thành phố New York
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,death_place,Baltimore
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,death_place,Hoa Kỳ
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,death_place,Maryland
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,education,Đại học Harvard
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,image,James Schlesinger official DoD photo.jpg
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,imagesize,200px
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,name,James R. Schlesinger
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,office,Bộ trưởng Năng lượng Hoa Kỳ đầu tiên
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,office1,Bộ trưởng Quốc phòng Mỹ thứ 12
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,office2,Giám đốc Cục tình báo Trung ương Hoa Kỳ thứ 9
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,party,Đảng Cộng hòa<ref> </ref>
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,predecessor,John F. O'Leary
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,predecessor1,Elliot Richardson
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,predecessor2,Richard Helms
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,predecessor3,Glenn Seaborg
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,president,Jimmy Carter
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,spouse,Rachel Line Mellinger
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,successor,Charles Duncan
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,successor1,Donald Rumsfeld
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,successor2,Vernon A. Walters
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,successor3,Dixy Lee Ray
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_end,23 tháng 8 năm 1979
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_end1,"19 tháng 11 năm 1975<ref name=""Historical Office James R. Schlesinger""> </ref>"
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_end2,2 tháng 7 năm 1973
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_end3,26 tháng 1 năm 1973
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_start,9 tháng 8 năm 1977
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_start1,2 tháng 7 năm 1973
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_start2,2 tháng 2 năm 1973
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,term_start3,17 tháng 8 năm 1971
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,alma_mater,Học viện Công nghệ California
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,alma_mater,Đại học Columbia
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,awards,Giải Ernest Orlando Lawrence (1963)
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,awards,Giải Nobel Vật lý (1975)
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,birth_place,Council
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,birth_place,Hoa Kỳ
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,birth_place,Idaho
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,image_size,160px
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,name,James Rainwater
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,signature,<!--(filename only)-->
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,workplaces,Dự án Manhattan
James Rainwater,https://vi.wikipedia.org/wiki/James_Rainwater,Đại học Columbia,workplaces,Đại học Columbia
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,birth_place,Grand Forks
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,birth_place,Hoa Kỳ
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,birth_place,North Dakota
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,caption,Florida năm 1988
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,caption,Rosenquist ở studio tại Aripeka
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,death_place,Hoa Kỳ
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,death_place,New York
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,death_place,New York City
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,field,Hội họa
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,field,vẽ
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,field,Đồ họa in ấn
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,image,James_rosenquist1.jpg
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,name,James Rosenquist
James Rosenquist,https://vi.wikipedia.org/wiki/James_Rosenquist,Đại học Minnesota,nationality,Người Mỹ
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,alma_mater,Đại học Harvard
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,alma_mater,Đại học Yale
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,awards,Albert Lasker Award for Basic Medical Research (2002)
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,awards,Giải Nobel Sinh lý
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,awards,Louisa Gross Horwitz Prize (2002)
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,awards,Y khoa(2013)
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,birth_place,Haverhill
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,birth_place,Massachusetts
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,death_date,<!--   (death date then birth date) -->
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,fields,Sinh học tế bào
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,name,James Rothman
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,signature,<!--(filename only)-->
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,workplaces,Columbia University
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,workplaces,Memorial Sloan-Kettering Cancer Center
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,workplaces,Princeton University
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,workplaces,"Stanford University<ref name=""bio""> </ref>"
James Rothman,https://vi.wikipedia.org/wiki/James_Rothman,Đại học Harvard,workplaces,Yale University
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,alma_mater,Đại học Harvard
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,awards,Giải John Bates Clark (1955)
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,awards,Giải Nobel Kinh tế (1981)
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,birth_place,Champaign
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,birth_place,Hoa Kỳ
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,birth_place,Illinois
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,death_place,Connecticut
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,death_place,Hoa Kỳ
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,death_place,New Haven
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,field,kinh tế vĩ mô
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,image,James Tobin.png
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,image_size,220px
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,name,James Tobin
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,nationality,Hoa Kỳ
James Tobin,https://vi.wikipedia.org/wiki/James_Tobin,Đại học Harvard,signature,<!-- file name only -->
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,alma_mater,Đại học Brown <small>(A.B.)</small>
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,alma_mater,Đại học Yale <small>(Tiến sĩ)</small>
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,birth_place,Brooklyn
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,birth_place,New York
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,image,Secretary Janet Yellen portrait (cropped).jpg
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,imagesize,220px
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,name,Janet Louise Yellen
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,office,Bộ trưởng Ngân khố Hoa Kỳ thứ 78
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,office1,Chủ tịch Cục Dữ trữ Liên bang thứ 15
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,office2,Chủ tịch Hội đồng Cố vấn kinh tế
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,party,Đảng Dân chủ
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,predecessor,Steven Mnuchin
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,predecessor1,Ben Bernanke
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,predecessor2,Joseph Stiglitz
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,president,Joe Biden
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,religion,Do Thái
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,spouse,George Akerlof
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,successor,Scott Bessent
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,successor1,Jerome Powell
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,successor2,Martin N. Baily
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_end,20 tháng 1 năm 2025
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_end1,5 tháng 2 năm 2018
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_end2,3 tháng 8 năm 1999
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_start,26 tháng 1 năm 2021
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_start1,7 tháng 1 năm 2014
Janet Yellen,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale,term_start2,18 tháng 2 năm 1997
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,alma_mater,* Trinity College
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,alma_mater,* Đại học Harvard
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,alma_mater,Cambridge
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Khoa học Kappa Phi Beta (1997)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Nông nghiệp Wolf (2013)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Pulitzer (1998)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Quốc tế Cosmos (1998)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Sách Khoa học Hội Hoàng gia (1992
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Giải thưởng Thành tựu Môi trường Tyler (2001)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,* Huy chương Khoa học Quốc gia (1999)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,awards,1998 & 2006)
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,birth_name,Jared Mason Diamond
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,birth_place,Boston
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,birth_place,Massachusetts
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,Lý sinh
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,Sinh lý học
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,bảo vệ môi trường
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,lịch sử
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,nhân học
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,sinh học tiến hóa
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,sinh thái học
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,điểu cầm học
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,fields,địa lý học
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,image,Jared diamond.jpg
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,name,Jared Diamond
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,residence,Hoa Kỳ
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,workplaces,Los Angeles
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,workplaces,Đại học California
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_name,Jared Corey Kushner
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,''Who's Who in America 2016''. New Providence
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,18
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,2016 via ''Credo'' database.</ref>
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,"Hoa Kỳ<ref>""Kushner"
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,"Jared Corey"" (2016). In Marquis Who's Who (Ed.)"
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,Livingston
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,NJ: Marquis Who's Who LLC. Truy cập November&nbsp
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,birth_place,New Jersey
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,education,Harvard University
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,education,New York University
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,image,Jared Kushner June 2019.jpg
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,name,Jared Kushner
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,office,Cố vấn cao cấp tổng thống Hoa Kỳ
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,party,Đảng Cộng hòa
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,party,Đảng Dân chủ
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,predecessor,Brian Deese
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,predecessor,Shailagh Murray
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,predecessor,Valerie Jarrett
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,president,Donald Trump
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,religion,Modern Orthodox Judaism
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,successor,Cedric Richmond
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,successor,Mike Donilon
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,term_end,20 tháng 1 năm 2021
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,term_start,20 tháng 1 năm 2017
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,alma_mater,Paris Dauphine University
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,alma_mater,Viện Công nghệ Massachusetts
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,alma_mater,École Polytechnique
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,alma_mater,École nationale des ponts et chaussées
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,awards,Giải John von Neumann (1998)
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,awards,Giải Nobel Kinh tế (2014)
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,birth_place,Pháp
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,birth_place,Troyes
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,caption,Jean Tirole năm 2007
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,field,Kinh tế vi mô
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,field,Lý thuyết tổ chức ngành
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,field,lý thuyết trò chơi
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,image,Jean Tirole.jpg
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,name,Jean Tirole
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,nationality,Pháp
Jean Tirole,https://vi.wikipedia.org/wiki/Jean_Tirole,Viện Công nghệ Massachusetts,signature,<!-- file name only -->
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,alma_mater,Harvard College
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,alma_mater,Phillips Exeter Academy
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,alma_mater,Yale Law School (khóa 2001)
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,birth_date,1974
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,birth_place,Chloe
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,birth_place,Hoa Kỳ
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,birth_place,West Virginia
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,fields,Luật
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,name,Jedediah S. Purdy
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,nationality,United States
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,residence,Hoa Kỳ
Jedediah Purdy,https://vi.wikipedia.org/wiki/Jedediah_Purdy,Đại học Harvard; Đại học Yale,workplaces,Duke University
Jeff Cheeger,https://vi.wikipedia.org/wiki/Jeff_Cheeger,Đại học Harvard,alma_mater,Đại học Harvard
Jeff Cheeger,https://vi.wikipedia.org/wiki/Jeff_Cheeger,Đại học Harvard,alma_mater,Đại học Princeton
Jeff Cheeger,https://vi.wikipedia.org/wiki/Jeff_Cheeger,Đại học Harvard,birth_place,Brooklyn
Jeff Cheeger,https://vi.wikipedia.org/wiki/Jeff_Cheeger,Đại học Harvard,birth_place,Hoa Kỳ
Jeff Cheeger,https://vi.wikipedia.org/wiki/Jeff_Cheeger,Đại học Harvard,doctoral_advisor,Salomon Bochner
