person,person_url,universities_category,key,value
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,education,University of Hawaii
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,fields,Planetary astronomy
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,image_size,300px
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,known_for,Discovery of Eris
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,known_for,Sedna and other trans-Neptunian objects
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,name,Chad Trujillo
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,nationality,Mỹ
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,workplaces,Gemini Observatory
Chad Trujillo,https://vi.wikipedia.org/wiki/Chad_Trujillo,Viện Công nghệ Massachusetts,workplaces,Northern Arizona University
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,alma_mater,Viện Công nghệ Massachusetts
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,alma_mater,Đại học Chulalongkorn
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,alma_mater,Đại học Illinois Urbana-Champaign
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,birth_place,Băng Cốc
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,birth_place,Thái Lan
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,caption,Chadchart
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,caption,năm 2023
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,children,1 <!--For privacy reasons
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,children,consider omitting the names of living children
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,children,unless notable-->
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,image,Chadchart Sittipunt October 2023 (cropped).jpg
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,name,Chadchart Sittipunt
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,party,Chính khách độc lập
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,predecessor,Aswin Kwanmuang
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,predecessor1,Charupong Ruangsuwan
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,signature,Chadchart Sittipunt's signature.svg
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,spouse,Piyada Sittipunt
Chadchart Sittipunt,https://vi.wikipedia.org/wiki/Chadchart_Sittipunt,Viện Công nghệ Massachusetts,successor1,Prajin Juntong
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,alma_mater,Đại học Yale
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,awards,Giải Bruno Rossi (2009)
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,awards,Giải Robert J. Trumpler (1990)
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,birth_place,Cambridge
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,birth_place,MA
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,doctoral_students,Eric P. Rubenstein
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,doctoral_students,Jerry Orosz
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,fields,thiên văn học
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,fields,vật lý học
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,image,<!--(filename only)-->
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,name,Charles Bailyn
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,nationality,Mỹ
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,residence,CT
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,residence,New Haven
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,signature,<!--(filename only)-->
Charles Bailyn,https://vi.wikipedia.org/wiki/Charles_Bailyn,Đại học Harvard; Đại học Yale,workplaces,Đại học Yale
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,alma_mater,Đại học Acadia
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,alma_mater,Đại học Harvard
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,birth_date,22.9.1901
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,birth_place,Canada
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,birth_place,Halifax
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,birth_place,Nova Scotia
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,caption,Charles Brenton Huggins
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,death_date,12.1.1997
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,death_place,Chicago
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,death_place,llinois
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,field,Sinh học
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,image,Replace_this_image_male.svg
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,known_for,Ung thư tuyến tiền liệt
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,known_for,hormon
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,name,Charles Brenton Huggins
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,nationality,Canada
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,prizes,Giải Nobel Sinh lý
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,prizes,Y khoa 1966
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,work_institutions,Đại học Chicago
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,birth_name,Charles Edward Ives
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,caption,Hình ảnh năm 1913
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,death_place,New York
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,death_place,New York
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,image,CharlesEdwardIves1913.jpg
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,name,Charles Ives
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,occupation,Nhà soạn nhạc
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,occupation,đại lý bảo hiểm
Charles Ives,https://vi.wikipedia.org/wiki/Charles_Ives,Đại học Yale,religion,United Church of Christ
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,alma_mater,Học viện Công nghệ Massachusetts
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,alma_mater,Đại học Dayton
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,birth_date,3 tháng 10 năm 1904
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,birth_place,Busan
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,birth_place,Đế quốc Đại Hàn
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,death_date,26 tháng 10 năm 1989 (85 tuổi)
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,death_place,Hoa Kỳ
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,death_place,New Jersey
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,death_place,Salem
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,field,Hóa hữu cơ
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,known_for,Ete vòng
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,name,Charles J. Pedersen
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,nationality,Hoa Kỳ
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,prizes,Giải Nobel Hóa học năm 1987 chung với Donald J. Cram
Charles J. Pedersen,https://vi.wikipedia.org/wiki/Charles_J._Pedersen,Viện Công nghệ Massachusetts,prizes,Jean-Marie Lehn
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,alma_mater,Đại học Harvard
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,birth_place,Cambridge
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,birth_place,Hoa Kỳ
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,birth_place,Massachusetts
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,death_place,Hoa Kỳ
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,death_place,Milford
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,death_place,Pennsylvania
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,image,Charles Sanders Peirce.jpg
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,name,Charles Sanders Peirce
Charles Sanders Peirce,https://vi.wikipedia.org/wiki/Charles_Sanders_Peirce,Đại học Harvard,signature,Signature of Charles Sanders Peirce (1839–1914).png
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,birth_place,New York
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,field,Di truyền học
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,image,Replace this image male.svg <!-- only free-content images are allowed for depicting living people - see WP:NONFREE -->
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,name,Charles Yanofsky
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,nationality,Mỹ
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,prizes,Huy chương Khoa học quốc gia (2003)
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,prizes,giải Louisa Gross Horwitz (1976)
Charles Yanofsky,https://vi.wikipedia.org/wiki/Charles_Yanofsky,Đại học Yale,work_institution,Đại học Stanford
Charlton Heston,https://vi.wikipedia.org/wiki/Charlton_Heston,Đại học Northwestern,caption,Heston năm 1981
Charlton Heston,https://vi.wikipedia.org/wiki/Charlton_Heston,Đại học Northwestern,image,CharltonHeston1981 2.jpg
Charlton Heston,https://vi.wikipedia.org/wiki/Charlton_Heston,Đại học Northwestern,spouse,Lydia Clarke (1944-2008)
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,birth_place,Ann Arbor
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,birth_place,Michigan
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,name,Chris Kolb
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,party,Democratic
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,term_end,31 tháng 12 năm 2006
Chris Kolb,https://vi.wikipedia.org/wiki/Chris_Kolb,Đại học Michigan,term_start,1 tháng 1 năm 2001
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,alma_mater,Cambridge (BA
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,alma_mater,Pembroke College
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,alma_mater,PhD)
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,alma_mater,Đại học Harvard (Kennedy Scholar)
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,birth_place,Barnet
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,birth_place,Vương quốc Anh
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,caption,Smith vào 2018
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,image,Official portrait of Lord Smith of Finsbury crop 2.jpg
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,name,Huân tước Smith xứ Finsbury
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,office,Bộ trưởng Bộ Văn hóa
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,office,Thể thao
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,office,Truyền thông
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,office1,Bộ trưởng Bóng tối Bộ Y tế
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,office2,Bộ trưởng Bóng tối về An sinh Xã hội
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,party,Lao động
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,party,Độc lập  <ref name=parliamentbio> </ref>
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,predecessor,Virginia Bottomley
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,predecessor1,Harriet Harman
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,predecessor2,Donald Dewar
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,predecessor3,Mo Mowlam
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,successor,Tessa Jowell
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,successor1,Stephen Dorrell
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,successor2,Harriet Harman
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,successor3,Jack Cunningham
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_end,8 tháng 6 năm 2001
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_end1,2 tháng 5 năm 1997
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_end2,1 tháng 7 năm 1996
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_end3,19 tháng 10 năm 1995
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_start,2 tháng 5 năm 1997
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_start1,1 tháng 7 năm 1996
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_start2,19 tháng 10 năm 1995
"Chris Smith, Nam tước Smith xứ Finsbury",https://vi.wikipedia.org/wiki/Chris_Smith%2C_Nam_t%C6%B0%E1%BB%9Bc_Smith_x%E1%BB%A9_Finsbury,Đại học Harvard,term_start3,20 tháng 10 năm 1994
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,alma_mater,Đại học Harvard (MPP/MUP)<ref name=background> </ref>
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,alma_mater,Đại học Johns Hopkins (BA)
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,name,Chris Ward
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,office1,Nghị sĩ Hội đồng Thành phố San Diego
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,office1,cho Khu vực Ba
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,party,Dân chủ
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,predecessor,Todd Gloria
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,predecessor1,Todd Gloria
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,residence,California
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,residence,San Diego
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,successor1,Stephen Whitburn
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,term_end1,7 tháng 12 năm 2020
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,term_start,7 tháng 12 năm 2020
Chris Ward (chính khách Mỹ),https://vi.wikipedia.org/wiki/Chris_Ward_%28ch%C3%ADnh_kh%C3%A1ch_M%E1%BB%B9%29,Đại học Johns Hopkins,term_start1,12 tháng 12 năm 2016
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,birth_date,1968/1969<ref name=VarietyGreenPhase> </ref>
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,birth_name,Jean-Christophe Beck
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,birth_place,Canada
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,birth_place,Montreal
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,birth_place,Quebec
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,caption,Beck năm 2012
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,image,Master class with Christophe Beck (by Canadian File Centre).jpg
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,name,Christophe Beck
Christophe Beck,https://vi.wikipedia.org/wiki/Christophe_Beck,Đại học Yale,occupation,Soạn nhạc
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,alma_mater,PhD)</small>
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,alma_mater,UC Berkeley<ref> </ref>
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,alma_mater,Đại học Harvard <small>(A.B
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,awards,Giải Nobel Kinh tế (2011)
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,field,Chuỗi thời gian
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,field,Kinh tế học vĩ mô
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,field,toán kinh tế
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,image,Nobel Prize 2011-Press Conference KVA-DSC 7720.jpg
Christopher A. Sims,https://vi.wikipedia.org/wiki/Christopher_A._Sims,Đại học Harvard,image_size,200px
