src_person,dst_person,relation,shared_universities,same_grad_year
Elon Musk,Lập trình máy tính,LINKS_TO,,0
Elon Musk,Lễ nhậm chức nhiệm kỳ hai của Donald Trump,LINKS_TO,,0
Elon Musk,Lịch sử của Tesla Inc.,LINKS_TO,,0
Elon Musk,Lịch sử phụ nữ tại Hoa Kỳ,LINKS_TO,,0
Elon Musk,Lọc nước,LINKS_TO,,0
Elon Musk,MIT Technology Review,LINKS_TO,,0
Elon Musk,Macaca,LINKS_TO,,0
Elon Musk,Mahatma Gandhi,LINKS_TO,,0
Elon Musk,Marc Tarpening,LINKS_TO,,0
Elon Musk,Marc Tarpenning,LINKS_TO,,0
Elon Musk,Maria Ressa,LINKS_TO,,0
Elon Musk,Mark Zuckerberg,LINKS_TO,,0
Elon Musk,Martin Eberhard,LINKS_TO,,0
Elon Musk,Martin Luther King,LINKS_TO,,0
Elon Musk,Maye Musk,LINKS_TO,,0
Elon Musk,Mayra Flores,LINKS_TO,,0
Elon Musk,Melinda Gates,LINKS_TO,,0
Elon Musk,Members Only (South Park),LINKS_TO,,0
Elon Musk,Mercedes-Benz,LINKS_TO,,0
Elon Musk,Mercedes-Benz A-Class,LINKS_TO,,0
Elon Musk,Mercedes-Benz B-Class,LINKS_TO,,0
Elon Musk,Mercury News,LINKS_TO,,0
Elon Musk,Middle America,LINKS_TO,,0
Elon Musk,Mikhail Sergeyevich Gorbachyov,LINKS_TO,,0
Elon Musk,Mohammad Mosaddegh,LINKS_TO,,0
Elon Musk,Musk Foundation,LINKS_TO,,0
Elon Musk,Máy tính cá nhân,LINKS_TO,,0
Elon Musk,Mã nguồn,LINKS_TO,,0
Elon Musk,Mùa xuân Ả Rập,LINKS_TO,,0
Elon Musk,NASA,LINKS_TO,,0
Elon Musk,NBC News,LINKS_TO,,0
Elon Musk,Narendra Modi,LINKS_TO,,0
Elon Musk,Nebraska,LINKS_TO,,0
Elon Musk,Nelson Mandela,LINKS_TO,,0
Elon Musk,Neuralink,LINKS_TO,,0
Elon Musk,New York Times,LINKS_TO,,0
Elon Musk,Newt Gingrich,LINKS_TO,,0
Elon Musk,Nexstar Media Group,LINKS_TO,,0
Elon Musk,Người Sắt 2,LINKS_TO,,0
Elon Musk,Người Ukraina,LINKS_TO,,0
Elon Musk,Người bỏ phiếu độc lập,LINKS_TO,,0
Elon Musk,Người da trắng thượng đẳng,LINKS_TO,,0
Elon Musk,Người mẫu,LINKS_TO,,0
Elon Musk,Người tố giác,LINKS_TO,,0
Elon Musk,Nhà kính,LINKS_TO,,0
Elon Musk,Nhà làm phim,LINKS_TO,,0
Elon Musk,Nhân loại,LINKS_TO,,0
Elon Musk,Nhân vật của năm (tạp chí Time),LINKS_TO,,0
Elon Musk,Nhật Bản,LINKS_TO,,0
Elon Musk,Nikita Sergeyevich Khrushchyov,LINKS_TO,,0
Elon Musk,Nikola Tesla,LINKS_TO,,0
Elon Musk,Năng lượng,LINKS_TO,,0
Elon Musk,Năng lượng mặt trời,LINKS_TO,,0
Elon Musk,OCLC,LINKS_TO,,0
Elon Musk,One Crew over the Crewcoo's Morty,LINKS_TO,,0
Elon Musk,Ontario,LINKS_TO,,0
Elon Musk,OpenAI,LINKS_TO,,0
Elon Musk,Owen D. Young,LINKS_TO,,0
Elon Musk,P2P,LINKS_TO,,0
Elon Musk,PMC,LINKS_TO,,0
Elon Musk,Palo Alto,LINKS_TO,,0
Elon Musk,PayPal,LINKS_TO,,0
Elon Musk,Peter Ueberroth,LINKS_TO,,0
Elon Musk,Phi công,LINKS_TO,,0
Elon Musk,Phong trào Me Too,LINKS_TO,,0
Elon Musk,Phong trào chối bỏ tuyển cử tại Hoa Kỳ,LINKS_TO,,0
Elon Musk,Phát xít Ý,LINKS_TO,,0
Elon Musk,Phản ứng đối với dịch do virus Ebola ở Tây Phi,LINKS_TO,,0
Elon Musk,Pierre Laval,LINKS_TO,,0
Elon Musk,Podcast,LINKS_TO,,0
Elon Musk,"Power Play: Tesla, Elon Musk, and the Bet of the Century",LINKS_TO,,0
Elon Musk,Pretoria,LINKS_TO,,0
Elon Musk,Quan điểm của Elon Musk,LINKS_TO,,0
Elon Musk,QuickTime,LINKS_TO,,0
Elon Musk,Quân đội Hoa Kỳ,LINKS_TO,,0
Elon Musk,Regolith,LINKS_TO,,0
Elon Musk,Return to Space,LINKS_TO,,0
Elon Musk,Reuters,LINKS_TO,,0
Elon Musk,Rheinische Post,LINKS_TO,,0
Elon Musk,Richard Nixon,LINKS_TO,,0
Elon Musk,Robert Burns Woodward,LINKS_TO,,0
Elon Musk,Robert F. Kennedy Jr.,LINKS_TO,,0
Elon Musk,Ron DeSantis,LINKS_TO,,0
Elon Musk,Ronald Reagan,LINKS_TO,,0
Elon Musk,Rudy Giuliani,LINKS_TO,,0
Elon Musk,Ruhollah Khomeini,LINKS_TO,,0
Elon Musk,Rừng nhiệt đới Amazon,LINKS_TO,,0
Elon Musk,Sal Khan,LINKS_TO,,0
Elon Musk,Sam Denby,LINKS_TO,,0
Elon Musk,San Francisco,LINKS_TO,,0
Elon Musk,Sao Hỏa,LINKS_TO,,0
Elon Musk,Saskatchewan,LINKS_TO,,0
Elon Musk,Sherron Watkins,LINKS_TO,,0
Elon Musk,Simon Wiesenthal Center,LINKS_TO,,0
Elon Musk,Sinh ba,LINKS_TO,,0
Elon Musk,Smart electric drive,LINKS_TO,,0
Elon Musk,SolarCity,LINKS_TO,,0
Elon Musk,SpaceX,LINKS_TO,,0
Elon Musk,SpaceX Dragon,LINKS_TO,,0
Elon Musk,SpaceX Starship,LINKS_TO,,0
Elon Musk,Starlink,LINKS_TO,,0
Elon Musk,Susan Brownmiller,LINKS_TO,,0
Elon Musk,Susie Sharp,LINKS_TO,,0
Elon Musk,Süddeutsche Zeitung,LINKS_TO,,0
Elon Musk,"Sōma, Fukushima",LINKS_TO,,0
Elon Musk,"Sự chỉ trích đối với Tesla, Inc.",LINKS_TO,,0
Elon Musk,Sự giàu có của Elon Musk,LINKS_TO,,0
Elon Musk,Sự kiện năm 1956 ở Hungary,LINKS_TO,,0
Elon Musk,TSLAQ,LINKS_TO,,0
Elon Musk,Talulah Riley,LINKS_TO,,0
Elon Musk,Taylor Swift,LINKS_TO,,0
Elon Musk,Ted Turner,LINKS_TO,,0
Elon Musk,"Tesla, Inc.",LINKS_TO,,0
Elon Musk,Tesla Autopilot,LINKS_TO,,0
Elon Musk,Tesla Energy,LINKS_TO,,0
Elon Musk,Tesla Factory,LINKS_TO,,0
Elon Musk,Tesla Model 3,LINKS_TO,,0
Elon Musk,Tesla Model S,LINKS_TO,,0
Elon Musk,Tesla Model X,LINKS_TO,,0
Elon Musk,Tesla Powerwall,LINKS_TO,,0
Elon Musk,Tesla Roadster,LINKS_TO,,0
Elon Musk,Tesla Roadster (2008),LINKS_TO,,0
Elon Musk,Tesla Roadster (2020),LINKS_TO,,0
Elon Musk,Tesla Roadster của Elon Musk,LINKS_TO,,0
Elon Musk,Tesla Semi,LINKS_TO,,0
Elon Musk,Tesla Solar Roof,LINKS_TO,,0
Elon Musk,Tesla và các công đoàn,LINKS_TO,,0
Elon Musk,The Boring Company,LINKS_TO,,0
Elon Musk,The Daily Telegraph,LINKS_TO,,0
Elon Musk,The Fader,LINKS_TO,,0
Elon Musk,The Guardian,LINKS_TO,,0
Elon Musk,The Hill (báo),LINKS_TO,,0
Elon Musk,The Huffington Post,LINKS_TO,,0
Elon Musk,The Jerusalem Post,LINKS_TO,,0
Elon Musk,The Joe Rogan Experience,LINKS_TO,,0
Elon Musk,The Mercury News,LINKS_TO,,0
Elon Musk,The Musk Who Fell to Earth,LINKS_TO,,0
Elon Musk,The New York Times,LINKS_TO,,0
Elon Musk,The Platonic Permutation,LINKS_TO,,0
Elon Musk,The Try Guys,LINKS_TO,,0
Elon Musk,The Verge,LINKS_TO,,0
Elon Musk,The Washington Post,LINKS_TO,,0
Elon Musk,Thud (công ty truyền thông),LINKS_TO,,0
Elon Musk,Thud (media company),LINKS_TO,,0
Elon Musk,Thung lũng Silicon,LINKS_TO,,0
Elon Musk,Thuyết âm mưu,LINKS_TO,,0
Elon Musk,Thời đại bùng nổ internet,LINKS_TO,,0
Elon Musk,Thụ tinh trong ống nghiệm,LINKS_TO,,0
Elon Musk,Time,LINKS_TO,,0
Elon Musk,Time (tạp chí),LINKS_TO,,0
Elon Musk,Tony Stark,LINKS_TO,,0
Elon Musk,Tosca Musk,LINKS_TO,,0
Elon Musk,Toyota,LINKS_TO,,0
Elon Musk,Toyota RAV4 EV,LINKS_TO,,0
Elon Musk,Tranh chấp đại lý Tesla Mỹ,LINKS_TO,,0
Elon Musk,Tranh cãi về cử chỉ của Elon Musk,LINKS_TO,,0
Elon Musk,Transvaal (tỉnh),LINKS_TO,,0
Elon Musk,Trung Quốc,LINKS_TO,,0
Elon Musk,Trung tâm khoa học Tesla tại Wardenclyffe,LINKS_TO,,0
Elon Musk,Truyền thông,LINKS_TO,,0
Elon Musk,Trí tuệ nhân tạo,LINKS_TO,,0
Elon Musk,Trạm sạc điện Tesla,LINKS_TO,,0
Elon Musk,Trạm vũ trụ Quốc tế,LINKS_TO,,0
Elon Musk,Tweet (mạng xã hội),LINKS_TO,,0
Elon Musk,Twitter,LINKS_TO,,0
Elon Musk,"Twitter, Inc.",LINKS_TO,,0
Elon Musk,Twitter Spaces,LINKS_TO,,0
Elon Musk,Twitter dưới thời Elon Musk,LINKS_TO,,0
Elon Musk,Tàu vũ trụ Soyuz,LINKS_TO,,0
Elon Musk,Tái phân chia khu vực bầu cử,LINKS_TO,,0
Elon Musk,Tân Quốc xã,LINKS_TO,,0
Elon Musk,Tưởng Giới Thạch,LINKS_TO,,0
Elon Musk,Tối cao Pháp viện Wisconsin,LINKS_TO,,0
Elon Musk,Tống Mỹ Linh,LINKS_TO,,0
Elon Musk,Tổ chức phi lợi nhuận,LINKS_TO,,0
Elon Musk,Tổng giám đốc điều hành,LINKS_TO,,0
Elon Musk,Vanity Fair (tạp chí),LINKS_TO,,0
Elon Musk,VentureBeat,LINKS_TO,,0
Elon Musk,Video game,LINKS_TO,,0
Elon Musk,Vivek Ramaswamy,LINKS_TO,,0
Elon Musk,Vladimir Vladimirovich Putin,LINKS_TO,,0
Elon Musk,Volodymyr Oleksandrovych Zelenskyy,LINKS_TO,,0
Elon Musk,Vox Media,LINKS_TO,,0
Elon Musk,Vấn đề pháp lý cá nhân và kinh doanh của Elon Musk,LINKS_TO,,0
Elon Musk,Vận tốc âm thanh,LINKS_TO,,0
Elon Musk,Vật lý,LINKS_TO,,0
Elon Musk,Vụ xả súng Capital Gazette,LINKS_TO,,0
Elon Musk,Vụ ám sát bất thành Donald Trump,LINKS_TO,,0
Elon Musk,Wa Lone,LINKS_TO,,0
Elon Musk,Wallis Simpson,LINKS_TO,,0
Elon Musk,Walter Chrysler,LINKS_TO,,0
Elon Musk,Wayback Machine,LINKS_TO,,0
Elon Musk,Wet Nellie,LINKS_TO,,0
Elon Musk,Wikiquote,LINKS_TO,,0
Elon Musk,Willard Libby,LINKS_TO,,0
Elon Musk,William Anders,LINKS_TO,,0
Elon Musk,William Shockley,LINKS_TO,,0
Elon Musk,William Westmoreland,LINKS_TO,,0
Elon Musk,Willy Brandt,LINKS_TO,,0
Elon Musk,Winston Churchill,LINKS_TO,,0
Elon Musk,X.com,LINKS_TO,,0
Elon Musk,X.com (bank),LINKS_TO,,0
Elon Musk,X.com (ngân hàng),LINKS_TO,,0
Elon Musk,XAI (company),LINKS_TO,,0
Elon Musk,XAI (công ty),LINKS_TO,,0
Elon Musk,X (mạng xã hội),LINKS_TO,,0
Elon Musk,X Corp.,LINKS_TO,,0
Elon Musk,Xì gà,LINKS_TO,,0
Elon Musk,Yasser Arafat,LINKS_TO,,0
Elon Musk,Yitzhak Rabin,LINKS_TO,,0
Elon Musk,YouGov,LINKS_TO,,0
Elon Musk,YouTube,LINKS_TO,,0
Elon Musk,Yuri Andropov,LINKS_TO,,0
Elon Musk,Zip2,LINKS_TO,,0
Elon Musk,Điều 86a của Strafgesetzbuch,LINKS_TO,,0
Elon Musk,Điện phân,LINKS_TO,,0
Elon Musk,Đô la Mỹ,LINKS_TO,,0
Elon Musk,Đại học Pennsylvania,LINKS_TO,,0
Elon Musk,Đại học Stanford,LINKS_TO,,0
Elon Musk,Đại học Surrey,LINKS_TO,,0
Elon Musk,Đạo luật Build Back Better,LINKS_TO,,0
Elon Musk,Đảng Cộng hòa (Hoa Kỳ),LINKS_TO,,0
Elon Musk,Đảng Dân chủ (Hoa Kỳ),LINKS_TO,,0
Elon Musk,Đảng Nước Mỹ,LINKS_TO,,0
Elon Musk,Đặng Tiểu Bình,LINKS_TO,,0
Elon Musk,Động cơ tên lửa,LINKS_TO,,0
Elon Musk,Động cơ điện,LINKS_TO,,0
Elon Musk,Động đất và sóng thần Tōhoku 2011,LINKS_TO,,0
Elon Musk,Ấn Độ,LINKS_TO,,0
Elon Musk,Ốc đảo Sao Hỏa,LINKS_TO,,0
Elon Musk,Ủy ban Giao dịch và Chứng khoán Hoa Kỳ,LINKS_TO,,0
Jim Lovell,Apollo 13,LINKS_TO,,0
Jim Lovell,Apollo 8,LINKS_TO,,0
Jim Lovell,Cleveland,LINKS_TO,,0
Jim Lovell,Cử nhân Khoa học,LINKS_TO,,0
Jim Lovell,Frank Borman,LINKS_TO,,0
Jim Lovell,Gemini 12,LINKS_TO,,0
Jim Lovell,Gemini 7,LINKS_TO,,0
Jim Lovell,Hoa Kỳ,LINKS_TO,,0
Jim Lovell,Hải quân Hoa Kỳ,LINKS_TO,,0
Jim Lovell,Học viện Hải quân Hoa Kỳ,LINKS_TO,,0
Jim Lovell,LCCN,LINKS_TO,,0
Jim Lovell,"Lake Forest, Illinois",LINKS_TO,,0
Jim Lovell,Mặt Trăng,LINKS_TO,,0
Jim Lovell,NASA Astronaut Group 2,LINKS_TO,,0
Jim Lovell,OCLC,LINKS_TO,,0
Jim Lovell,VFA-101,LINKS_TO,,0
Jim Lovell,VFAW-3,LINKS_TO,,0
Jim Lovell,Đại học Wisconsin–Madison,LINKS_TO,,0
Jim Lovell,Đại tá,LINKS_TO,,0
