title,type,link,related,properties
Bob Woodward,person,https://vi.wikipedia.org/wiki/Bob_Woodward,"[""Cử nhân Nghệ thuật"", ""Richard Nixon"", ""Đại học Yale""]","{""Tên khai sinh"": ""Robert Upshur Woodward"", ""Giới tính"": ""nam"", ""Sinh"": [""26 tháng 3, 1943"", ""(82 tuổi)"", ""Geneva, Illinois"", "","", ""Hoa Kỳ""], ""Học vấn"": [""Đại học Yale"", "","", ""B.A."", "", 1965""], ""Nghề nghiệp"": ""nhà báo"", ""Tình trạng kết hôn"": ""có"", ""Vợ/chồng"": ""Elsa Walsh"", ""Con cái"": ""hai con gái"", ""Tác phẩm đáng chú ý"": ""The Washington Post"", ""Trang web chính thức"": ""http://www.bobwoodward.com/""}"
Bohuslav Sobotka,person,https://vi.wikipedia.org/wiki/Bohuslav_Sobotka,"[""Andrej Babiš"", ""Miloš Zeman"", ""Đại học Masaryk""]","{""Tổng thống"": ""Miloš Zeman"", ""Cấp phó"": [""Andrej Babiš"", ""Pavel Bělobrádek""], ""Tiền nhiệm"": ""Jiří Rusnok"", ""Kế nhiệm"": ""Vlastimil Tlustý"", ""Thủ tướng"": [""Vladimír Špidla"", ""Stanislav Gross"", ""Jiří Paroubek""], ""Sinh"": [""23 tháng 10, 1971"", ""(54 tuổi)"", ""Telnice"", "","", ""Tiệp Khắc"", ""(hiện nay là"", ""Cộng hòa Séc"", "")""], ""Đảng chính trị"": ""Đảng Dân chủ Xã hội Séc"", ""Phối ngẫu"": ""Olga Pekárková"", ""Con cái"": [""David"", ""Martin""], ""Alma mater"": ""Đại học Masaryk""}"
Bill Clinton,person,https://vi.wikipedia.org/wiki/Bill_Clinton,"[""Andrew Cuomo"", ""Anwar Al-Sadad"", ""Asa Hutchinson"", ""Barack Obama"", ""Benjamin Harrison"", ""Bob Woodward"", ""Boutros Boutros-Ghali"", ""Calvin Coolidge"", ""Chester A. Arthur"", ""Corazon Aquino"", ""Donald Trump"", ""Dwight D. Eisenhower"", ""Franklin D. Roosevelt"", ""Franklin Pierce"", ""George H. W. Bush"", ""George W. Bush"", ""Gerald Ford"", ""Giang Trạch Dân"", ""Harry S. Truman"", ""Herbert Hoover"", ""Hillary Clinton"", ""J. William Fulbright"", ""Jacques Chirac"", ""James A. Garfield"", ""James Buchanan"", ""James K. Polk"", ""James Madison"", ""James Monroe"", ""Janet Reno"", ""Jeff Bezos"", ""Jimmy Carter"", ""Joe Biden"", ""John Adams"", ""John F. Kennedy"", ""John McCain"", ""John Quincy Adams"", ""John Tyler"", ""Kofi Annan"", ""Lawrence Summers"", ""Lyndon B. Johnson"", ""Mike Beebe"", ""Mikhail Sergeyevich Gorbachyov"", ""Nelson Mandela"", ""Newt Gingrich"", ""Richard Nixon"", ""Ronald Reagan"", ""Ruhollah Khomeini"", ""Ruth Bader Ginsburg"", ""Rutherford B. Hayes"", ""Sam Nunn"", ""Theodore Roosevelt"", ""Thomas Jefferson"", ""Trường Dịch vụ Đối ngoại"", ""Ulysses S. Grant"", ""Warren G. Harding"", ""William Henry Harrison"", ""William Howard Taft"", ""William McKinley"", ""Woodrow Wilson"", ""Đại học Arkansas"", ""Đại học Georgetown"", ""Đại học Oxford"", ""Đại học Yale"", ""Đặng Tiểu Bình""]","{""Phó Tổng thống"": ""Al Gore"", ""Tiền nhiệm"": ""Jim Guy Tucker"", ""Kế nhiệm"": ""Steve Clark"", ""Phó Thống đốc"": ""Joe Purcell"", ""Thống đốc"": ""David Pryor Joe Purcell (Quyền)"", ""Sinh"": [""William Jefferson Blythe III"", ""19 tháng 8, 1946"", ""(79 tuổi)"", ""Hope"", "","", ""Arkansas"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Đảng Dân chủ"", ""Phối ngẫu"": ""Hillary Rodham (cưới 1975 )"", ""Con cái"": ""Chelsea Clinton"", ""Cha mẹ"": ""William Jefferson Blythe Jr. Virginia Cassidy"", ""Giáo dục"": [""Đại học Georgetown"", ""("", ""Trường Dịch vụ Đối ngoại"", "")"", ""Đại học Oxford"", ""("", ""Trường University College"", "")"", ""Đại học Yale"", ""("", ""Trường Luật"", "")""], ""Chữ ký"": """"}"
Bob Hawke,person,https://vi.wikipedia.org/wiki/Bob_Hawke,"[""Alfred Deakin"", ""Andrew Fisher"", ""Anthony Albanese"", ""Earle Page"", ""Edmund Barton"", ""Frank Forde"", ""George Reid (chính khách Úc)"", ""Gough Whitlam"", ""Harold Holt"", ""John Gorton"", ""John Howard"", ""John McEwen"", ""Julia Gillard"", ""Kevin Rudd"", ""Malcolm Fraser"", ""Malcolm Turnbull"", ""Robert Menzies"", ""Scott Morrison"", ""Stanley Bruce"", ""Tony Abbott"", ""William McMahon"", ""Đại học Oxford"", ""Đại học Tây Úc""]","{""Nữ hoàng"": ""Elizabeth II"", ""Toàn quyền"": [""Sir Ninian Stephen"", ""Bill Hayden""], ""Tiền nhiệm"": ""Gordon Bryant"", ""Kế nhiệm"": ""Phil Cleary"", ""Thủ tướng"": ""Bản thân"", ""Sinh"": [""Robert James Lee Hawke"", ""9 tháng 12"", ""năm"", ""1929"", ""Bordertown, South Australia"", "","", ""Úc""], ""Mất"": [""16 tháng 5"", ""năm"", ""2019"", ""(89 tuổi)"", ""Sydney, New South Wales"", "","", ""Úc""], ""Đảng chính trị"": ""Đảng Lao động"", ""Phối ngẫu"": [""Hazel Masterson"", ""(cưới 1956⁠–⁠"", ""div."", ""1994)"", ""Blanche d'Alpuget"", ""(cưới 1996)""], ""Quan hệ"": [""Albert Hawke"", ""(chú)"", ""Neil Hawke"", ""(anh)""], ""Con cái"": ""5"", ""Cha mẹ"": [""Arthur Hawke"", ""Edith Lee""], ""Cư trú"": ""Northbridge, New South Wales , Úc"", ""Giáo dục"": ""Trường Perth Modern"", ""Alma mater"": ""Đại học Tây Úc Đại học Oxford"", ""Nghề nghiệp"": ""Giám đốc công đoàn"", ""Chuyên môn"": ""Chính trị gia"", ""Website"": ""Bob Hawke Prime Ministerial Library""}"
Bill Gates,person,https://vi.wikipedia.org/wiki/Bill_Gates,"[""Angela Merkel"", ""Anwar Al-Sadad"", ""Barack Obama"", ""Bill Clinton"", ""Charles de Gaulle"", ""Corazon Aquino"", ""Donald Trump"", ""Dwight D. Eisenhower"", ""Elon Musk"", ""Franklin D. Roosevelt"", ""George H. W. Bush"", ""George Marshall"", ""George W. Bush"", ""Gordon Brown"", ""Harry R. Lewis"", ""Harry S. Truman"", ""Henry Kissinger"", ""Jeff Bezos"", ""Jimmy Carter"", ""Joe Biden"", ""John F. Kennedy"", ""John Foster Dulles"", ""Kamala Harris"", ""Konrad Adenauer"", ""Lyndon B. Johnson"", ""Maria Ressa"", ""Mark Zuckerberg"", ""Mikhail Sergeyevich Gorbachyov"", ""Mohammad Mosaddegh"", ""Nelson Mandela"", ""Newt Gingrich"", ""Nikita Sergeyevich Khrushchyov"", ""Richard Nixon"", ""Ronald Reagan"", ""Rudy Giuliani"", ""Ruhollah Khomeini"", ""Satya Nadella"", ""Taylor Swift"", ""Tưởng Giới Thạch"", ""Umaru Musa Yar'Adua"", ""Viện Công nghệ Massachusetts"", ""Vladimir Vladimirovich Putin"", ""Volodymyr Oleksandrovych Zelenskyy"", ""Winston Churchill"", ""Đại học Bắc Kinh"", ""Đại học Cornell"", ""Đại học Harvard"", ""Đại học Thanh Hoa"", ""Đại học Waseda"", ""Đặng Tiểu Bình""]","{""Sinh"": [""William Henry Gates III"", ""28 tháng 10, 1955"", ""(70 tuổi)"", ""Seattle"", "","", ""Washington"", "","", ""Hoa Kỳ""], ""Quốc tịch"": ""Hoa Kỳ"", ""Trường lớp"": ""Đại học Harvard (bỏ học)"", ""Nghề nghiệp"": [""Chủ tịch"", ""Microsoft"", ""(từ chức)"", ""Chủ tịch"", ""Corbis"", ""Đồng chủ tịch"", ""Quỹ Bill & Melinda Gates"", ""Giám đốc"", ""của"", ""Berkshire Hathaway"", ""(từ chức)"", ""CEO của"", ""Cascade Investment""], ""Năm hoạt động"": ""1975–nay"", ""Tài sản"": ""US$99.2 tỷ (năm 2022) [ 1 ]"", ""Tôn giáo"": ""Thuyết bất khả tri [ 2 ]"", ""Phối ngẫu"": [""Melinda French"", ""(cưới 1994⁠–⁠"", ""sep."", ""2021)"", ""["", ""3"", ""]""], ""Con cái"": ""3"", ""Cha mẹ"": [""William H. Gates, Sr."", ""Mary Maxwell Gates""], ""Website"": ""gatesnotes.com""}"
Bongbong Marcos,person,https://vi.wikipedia.org/wiki/Bongbong_Marcos,"[""Anthony Albanese"", ""Anutin Charnvirakul"", ""Benigno Aquino III"", ""Carlos Polistico García"", ""Christopher Luxon"", ""Claudia Sheinbaum"", ""Corazon Aquino"", ""Diosdado Macapagal"", ""Donald Trump"", ""Elpidio Quirino"", ""Emilio Aguinaldo"", ""Ferdinand Marcos"", ""Fidel Ramos"", ""Gloria Macapagal Arroyo"", ""Hoàng Tuần Tài"", ""James Marape"", ""Joseph Estrada"", ""José Jerí"", ""José P. Laurel"", ""Lee Jae-myung"", ""Lý Gia Siêu"", ""Lương Cường"", ""Lại Thanh Đức"", ""Manuel L. Quezon"", ""Manuel Roxas"", ""Prabowo Subianto"", ""Ramon Magsaysay"", ""Rodrigo Duterte"", ""Sergio Osmeña"", ""Takaichi Sanae"", ""Tập Cận Bình"", ""Đại học Oxford"", ""Đại học Pennsylvania""]","{""Phó Tổng thống"": ""Sara Duterte"", ""Tiền nhiệm"": ""Elizabeth Keon"", ""Tổng thống"": ""Bản thân"", ""Kế nhiệm"": ""Castor Raval (OIC)"", ""Sinh"": [""Ferdinand Romualdez Marcos Jr."", ""13 tháng 9, 1957"", ""(68 tuổi)"", ""Manila"", "", Philippines""], ""Đảng chính trị"": [""PFP"", ""(2021 đến nay)"", ""Nacionalista"", ""(2009–2021)"", ""Kilusang Bagong Lipunan"", ""(1980–2009)""], ""Con cái"": ""3"", ""Cha mẹ"": [""Ferdinand Marcos Sr."", ""Imelda Marcos""], ""Alma mater"": [""St Edmund Hall"", "","", ""Oxford"", ""(bằng đặc biệt)"", ""Trường Kinh doanh Wharton"", "","", ""Đại học Pennsylvania"", ""(không tốt nghiệp)""], ""Chữ ký"": """", ""Website"": ""www .bongbongmarcos .com""}"
Bob Taft,person,https://vi.wikipedia.org/wiki/Bob_Taft,"[""George W. Bush"", ""John Kasich"", ""Mike DeWine"", ""Rutherford B. Hayes"", ""Warren G. Harding"", ""William Howard Taft"", ""William McKinley"", ""Đại học Princeton"", ""Đại học Yale""]","{""Nhiệm kỳ"": [""3 tháng 1"", ""năm"", ""1977"", ""–"", ""31 tháng 12"", ""năm"", ""1980"", ""3 năm, 363 ngày""], ""Phó Thống đốc"": [""Maureen O'Connor"", ""(1999–2003)"", ""Jennette Bradley"", ""(2003–2005)"", ""Bruce Edward Johnson"", ""(2005–2007)""], ""Tiền nhiệm"": ""Frank H. Mayfield"", ""Kế nhiệm"": ""John O'Brien"", ""Vị trí"": ""65"", ""Sinh"": [""8 tháng 1, 1942"", ""(83 tuổi)"", ""Boston, Massachusetts""], ""Nơi ở"": ""Columbus, Ohio"", ""Tôn giáo"": ""Giám Lý"", ""Đảng chính trị"": ""Cộng hòa"", ""Vợ"": ""Hope Taft"", ""Alma mater"": [""Đại học Yale"", ""("", ""B.A."", "")"", ""Đại học Princeton"", ""("", ""M.A."", "")"", ""Đại học Cincinnati"", ""("", ""J.D."", "")""]}"
Bill Lee,person,https://vi.wikipedia.org/wiki/Bill_Lee,"[""Andrew Cuomo"", ""Andy Beshear"", ""Anthony Fauci"", ""Asa Hutchinson"", ""Brad Little"", ""Brett Giroir"", ""Brian Kemp"", ""Charlie Baker"", ""Chris Sununu"", ""Daniel McKee"", ""David Ige"", ""Deborah Birx"", ""Donald Trump"", ""Doug Burgum"", ""Doug Ducey"", ""Eric Holcomb"", ""Gavin Newsom"", ""Greg Abbott"", ""Greg Gianforte"", ""Gretchen Whitmer"", ""Henry McMaster"", ""J. B. Pritzker"", ""James K. Polk"", ""Janet Mills"", ""Jared Polis"", ""Jay Inslee"", ""Jerome Adams"", ""Jim Justice"", ""Joe Biden"", ""John Bel Edwards"", ""John Carney"", ""Kate Brown"", ""Kay Ivey"", ""Kevin Stitt"", ""Kim Reynolds"", ""Kristi Noem"", ""Larry Hogan"", ""Laura Kelly"", ""Mark Gordon (chính trị gia)"", ""Michelle Lujan Grisham"", ""Mike DeWine"", ""Mike Dunleavy"", ""Mike Pence"", ""Ned Lamont"", ""Paul Ryan"", ""Pete Ricketts"", ""Peter Navarro"", ""Phil Murphy"", ""Phil Scott"", ""Ralph Northam"", ""Robert R. Redfield"", ""Ron DeSantis"", ""Roy Cooper"", ""Spencer Cox"", ""Steve Sisolak"", ""Tate Reeves"", ""Tim Walz"", ""Tom Wolf"", ""Tony Evers""]","{""Nhiệm kỳ"": [""10 tháng 4"", ""năm"", ""2017"", ""8 năm, 201 ngày –""], ""Phó Thống đốc"": ""Randy McNally"", ""Tiền nhiệm"": ""Bill Haslam"", ""Kế nhiệm"": ""đương nhiệm"", ""Vị trí"": ""Tennessee"", ""Quốc tịch"": ""Hoa Kỳ"", ""Sinh"": [""tháng 10, 1959 (65–66 tuổi)"", ""Franklin"", "","", ""quận Williamson, Tennessee"", "","", ""Hoa Kỳ""], ""Nơi ở"": ""Trụ sở Chính phủ Tennessee"", ""Nghề nghiệp"": ""Doanh nhân, Chính trị gia"", ""Dân tộc"": ""Người Mỹ"", ""Đảng chính trị"": ""Đảng Cộng hòa"", ""Vợ"": [""Carol Ann Lee (1984; m. 2000)"", ""Maria Lee (từ 2008)""], ""Con cái"": ""Sarah Kate Lee, Jessica Lee Stowell, Caleb Lee và Jacob Lee"", ""Học vấn"": ""Cử nhân Kỹ thuật cơ khí"", ""Alma mater"": ""Đại học Auburn (BS)"", ""Website"": ""Tennessee Goverment""}"
Boris Tadić,person,https://vi.wikipedia.org/wiki/Boris_Tadi%C4%87,"[""Đại học Beograd""]","{""Thủ tướng"": [""Zoran Žižić"", ""Dragiša Pešić""], ""Tiền nhiệm"": ""Ivan Marković"", ""Kế nhiệm"": ""Chức vụ bãi bỏ"", ""Tổng thống"": ""Vojislav Koštunica"", ""Sinh"": [""15 tháng 1"", ""năm"", ""1958"", ""(59 tuổi)"", ""Sarajevo"", "","", ""Nam Tư"", ""(nay là"", ""Bosnia và Herzegovina"", "")""], ""Đảng chính trị"": [""Đảng Dân chủ Xã hội"", ""(2014–nay)"", ""Đảng Dân chủ"", ""(1990–2014)""], ""Phối ngẫu"": [""Veselinka Zastavniković"", ""(1980–1996)"", ""Tatjana Tadić"", ""(1997–nay)""], ""Con cái"": [""Maša"", ""Vanja""], ""Alma mater"": ""Đại học Beograd"", ""Chữ ký"": """"}"
Borut Pahor,person,https://vi.wikipedia.org/wiki/Borut_Pahor,"[""Janez Janša"", ""Đại học Ljubljana""]","{""Thủ tướng"": ""Janez Janša"", ""Mãn nhiệm"": ""Danilo Türk"", ""Tổng thống"": ""Danilo Türk"", ""Tiền nhiệm"": ""Janez Podobnik"", ""Kế nhiệm"": ""Feri Horvat"", ""Sinh"": [""2 tháng 11, 1963"", ""(61 tuổi)"", ""Postojna"", "","", ""Nam Tư"", ""(nay là"", ""Slovenia"", "")""], ""Đảng chính trị"": [""Liên đoàn Cộng sản"", ""(trước 1990)"", ""Dân chủ Xã hội"", ""(1990–nay)""], ""Bạn đời"": ""Tanja Pečar"", ""Con cái"": ""Luka"", ""Alma mater"": ""Đại học Ljubljana""}"
Boutros Boutros-Ghali,person,https://vi.wikipedia.org/wiki/Boutros_Boutros-Ghali,"[""António Guterres"", ""Ban Ki-moon"", ""Dag Hammarskjöld"", ""Kofi Annan"", ""Kurt Waldheim"", ""Mahathir Mohamad"", ""Menachem Begin"", ""Đại học Cairo"", ""Đại học Pantheon-Sorbonne""]","{""Tiền nhiệm"": ""Ismail Fahmi"", ""Kế nhiệm"": ""Muhammad Ibrahim Kamel"", ""Thủ tướng"": ""Mamdouh Salem"", ""Sinh"": [""("", ""1922-11-14"", "")"", ""14 tháng 11 năm 1922"", ""Cairo"", "","", ""Ai Cập""], ""Mất"": [""16 tháng 2 năm 2016"", ""(2016-02-16)"", ""(93 tuổi)"", ""Cairo, Ai Cập""], ""Đảng chính trị"": [""Arab Socialist"", ""(Trước năm 1978)"", ""National Democratic"", ""(1978–2011)"", ""Không đảng phái"", ""(2011–2016)""], ""Phối ngẫu"": ""Leia Maria Boutros-Ghali"", ""Alma mater"": [""Đại học Cairo"", ""Đại học Pantheon-Sorbonne"", ""Institute of Political Studies, Paris""]}"
Brian Cowen,person,https://vi.wikipedia.org/wiki/Brian_Cowen,"[""Mary McAleese"", ""Micheál Martin""]","{""Tổng thống"": ""Mary McAleese"", ""Tánaiste"": ""Mary Coughlan"", ""Tiền nhiệm"": ""Bernard Cowen"", ""Taoiseach"": ""Albert Reynolds"", ""Kế nhiệm"": ""Mervyn Taylor"", ""Sinh"": [""10 tháng 1, 1960"", ""(65 tuổi)"", ""Tullamore"", "","", ""Ireland"", "".""], ""Đảng chính trị"": ""Fianna Fáil"", ""Phối ngẫu"": ""Mary Molloy"", ""Con cái"": ""Sinéad and Maedhbh"", ""Alma mater"": [""Cistercian College, Roscrea"", ""University College Dublin""]}"
Brett Kavanaugh,person,https://vi.wikipedia.org/wiki/Brett_Kavanaugh,"[""Bill Clinton"", ""Donald Trump"", ""George W. Bush"", ""Đại học Yale""]","{""Đề cử bởi"": ""George W. Bush"", ""Tiền nhiệm"": ""Harriet Miers"", ""Kế nhiệm"": ""Raul F. Yanes"", ""Tổng thống"": ""George W. Bush"", ""Sinh"": [""Brett Michael Kavanaugh"", ""12 tháng 2, 1965"", ""(60 tuổi)"", ""Washington, D.C."", "", Hoa Kỳ""], ""Phối ngẫu"": ""Ashley Estes (cưới 2004)"", ""Con cái"": ""2 [ 1 ]"", ""Giáo dục"": ""Đại học Yale ( BA , JD )""}"
Brigitte Bierlein,person,https://vi.wikipedia.org/wiki/Brigitte_Bierlein,"[""Alexander Schallenberg"", ""Alexander Van der Bellen"", ""Christian Kern"", ""Hartwig Löger"", ""Karl Nehammer"", ""Sebastian Kurz"", ""Werner Faymann"", ""Đại học Viên""]","{""Tổng thống"": ""Alexander Van der Bellen"", ""Tiền nhiệm"": ""Karl Korinek"", ""Kế nhiệm"": ""Christoph Grabenwarter"", ""Sinh"": [""("", ""1949-06-25"", "")"", ""25 tháng 6 năm 1949"", ""Viên"", "","", ""Đồng minh chiếm đóng Áo""], ""Mất"": [""3 tháng 6 năm 2024"", ""(2024-06-03)"", ""(74 tuổi)"", ""Viên"", "", Áo""], ""Đảng chính trị"": ""Độc lập"", ""Alma mater"": ""Đại học Viên""}"
Brian Mulroney,person,https://vi.wikipedia.org/wiki/Brian_Mulroney,"[""Jean Chrétien"", ""John Abbott"", ""John Diefenbaker"", ""John Turner"", ""Kim Campbell"", ""Paul Martin"", ""Pierre Trudeau"", ""Wilfrid Laurier"", ""William Lyon Mackenzie King""]","{""Quân chủ"": ""Elizabeth II"", ""Toàn quyền"": [""Jeanne Sauvé"", ""Ray Hnatyshyn""], ""Cấp phó"": [""Erik Nielsen"", ""Don Mazankowski""], ""Tiền nhiệm"": ""Elmer M. MacKay"", ""Kế nhiệm"": ""Elmer M. MacKay"", ""Thủ tướng"": [""Pierre Trudeau"", ""John Turner""], ""Sinh"": [""Martin Brian Mulroney"", ""("", ""1939-03-20"", "")"", ""20 tháng 3 năm 1939"", ""Baie-Comeau"", "","", ""Quebec"", "","", ""Canada""], ""Mất"": [""29 tháng 2 năm 2024"", ""(2024-02-29)"", ""(84 tuổi)"", ""Palm Beach"", "","", ""Florida"", "", Hoa Kỳ""], ""Đảng chính trị"": [""Progressive Conservative"", ""(sau 2003)"", ""Conservative"", ""(2003–24)""], ""Phối ngẫu"": ""Mila Pivnički (cưới 1973)"", ""Con cái"": ""4, including Caroline và Ben"", ""Giáo dục"": [""St. Francis Xavier University"", ""("", ""BA"", "")"", ""Dalhousie University"", ""Laval University"", ""("", ""LLB"", "")""], ""Chữ ký"": """"}"
Bronisław Komorowski,person,https://vi.wikipedia.org/wiki/Bronis%C5%82aw_Komorowski,"[""Andrzej Duda"", ""Bogdan Borusewicz"", ""Donald Tusk"", ""Ewa Kopacz"", ""Grzegorz Schetyna"", ""Jerzy Buzek"", ""Lech Kaczyński"", ""Đại học Warszawa""]","{""Thủ tướng"": ""Jerzy Buzek"", ""Tiền nhiệm"": ""Janusz Onyszkiewicz"", ""Kế nhiệm"": ""Jerzy Szmajdziński"", ""Sinh"": [""Bronisław Maria Komorowski"", ""4 tháng 6"", ""năm"", ""1952"", ""(64 tuổi)"", ""Oborniki Śląskie"", "","", ""Ba Lan""], ""Đảng chính trị"": [""Liên minh Dân chủ"", ""(Trước 1994)"", ""Liên minh Tự do"", ""(1994–1997)"", ""Đảng Nhân dân Bảo thủ"", ""(Trước 2001)"", ""Cương lĩnh Dân sự"", ""(2001–2010)"", ""Độc lập"", ""(2010–nay)""], ""Phối ngẫu"": ""Anna Dziadzia (1977–nay)"", ""Con cái"": [""Zofia Aleksandra"", ""Tadeusz Jan"", ""Maria Anna"", ""Piotr Zygmunt"", ""Elżbieta Jadwiga""], ""Cư trú"": ""Belweder"", ""Alma mater"": ""Đại học Warszawa"", ""Chữ ký"": """"}"
Benjamin Netanyahu,person,https://vi.wikipedia.org/wiki/Benjamin_Netanyahu,"[""Ariel Sharon"", ""Barack Obama"", ""Bashar al-Assad"", ""Bill Clinton"", ""Carl Bildt"", ""Chaim Herzog"", ""Condoleezza Rice"", ""Cornell University"", ""Ehud Barak"", ""Ehud Olmert"", ""Golda Meir"", ""Hillary Clinton"", ""Hosni Mubarak"", ""Isaac Herzog"", ""Mahmoud Abbas"", ""Mahmud Ahmadinezhad"", ""Menachem Begin"", ""Michel Suleiman"", ""Moshe Sharett"", ""Naftali Bennett"", ""Reuven Rivlin"", ""Shimon Peres"", ""Vladimir Vladimirovich Putin"", ""Yoav Gallant"", ""Đại học Cornell"", ""Đại học Harvard""]","{""Tổng thống"": ""Chaim Herzog"", ""Tiền nhiệm"": ""Yehuda Zvi Blum"", ""Kế nhiệm"": ""Yohanan Bein"", ""Thủ tướng"": [""Yitzhak Shamir"", ""Shimon Peres""], ""Sinh"": [""21 tháng 10"", ""năm"", ""1949"", ""(76 tuổi)"", ""Tel Aviv"", "","", ""Israel""], ""Đảng chính trị"": [""Likud"", ""Likud Beiteinu"", ""(2012–2014)""], ""Phối ngẫu"": [""Miriam Weizmann (1972–1978)"", ""Fleus Cates (1981–1984)"", ""Sara Ben-Artzi"", ""(1991–nay)""], ""Con cái"": ""3"", ""Cha mẹ"": [""Benzion Netanyahu"", ""Tizla Segal""], ""Alma mater"": [""Viện Công nghệ Massachusetts"", ""Đại học Harvard""], ""Tôn giáo"": ""Do Thái giáo"", ""Chữ ký"": """", ""Thuộc"": ""Israel"", ""Phục vụ"": ""Lực lượng Phòng vệ Israel"", ""Cấp bậc"": ""Đại uý"", ""Tham chiến"": [""Chiến tranh Tiêu hao"", ""Chiến tranh Yom Kippur""]}"
Bạc Nhất Ba,person,https://vi.wikipedia.org/wiki/B%E1%BA%A1c_Nh%E1%BA%A5t_Ba,"[""Bạc Hy Lai"", ""Mao Trạch Đông"", ""Đặng Tiểu Bình""]","{""Nhiệm kỳ"": [""17 tháng 7"", ""năm"", ""1949"", ""–"", ""6 tháng 6"", ""năm"", ""1953"", ""3 năm, 324 ngày""], ""Kế nhiệm"": ""Đặng Tiểu Bình"", ""Sinh"": [""("", ""1908-02-17"", "")"", ""17 tháng 2 năm 1908"", ""Định Tường"", "","", ""Hãn Châu"", "","", ""Sơn Tây"", "","", ""Nhà Thanh""], ""Mất"": [""15 tháng 1 năm 2007"", ""(2007-01-15)"", ""(98 tuổi)"", ""Bắc Kinh"", "","", ""CHND Trung Hoa""], ""Họ hàng"": [""Bo Xiyin (con gái đầu)"", ""Bo Jieyin (con gái thứ 2)"", ""Bo Xiyong (con trai đầu)"", ""Bạc Hy Lai"", ""(con trai thứ 2)"", ""Bo Xiaoyin (con gái thứ 3)"", ""Bo Xicheng (con trai thứ 3)"", ""Bo Xilin (con trai thứ 4)"", ""Bạc Qua Qua"", ""(Cháu trai)""], ""Alma mater"": ""Trường Đảng Trung ương (Đảng Cộng sản Trung Quốc)""}"
