src_person,dst_person,relation,count
Michelle Lujan Grisham,Richard Nixon,SHARED_UNI,1
Michelle Lujan Grisham,Ron DeSantis,SHARED_UNI,1
Michelle Lujan Grisham,Ronald Reagan,SHARED_UNI,1
Michelle Lujan Grisham,Tate Reeves,SHARED_UNI,1
Muhammad Yunus,Paetongtarn Shinawatra,SHARED_UNI,1
Muhammad Yunus,Pete Hegseth,SHARED_UNI,1
Muhammad Yunus,Richard Nixon,SHARED_UNI,1
Muhammad Yunus,Ron DeSantis,SHARED_UNI,1
Muhammad Yunus,Ronald Reagan,SHARED_UNI,1
Muhammad Yunus,Tate Reeves,SHARED_UNI,1
Paetongtarn Shinawatra,Pete Hegseth,SHARED_UNI,1
Paetongtarn Shinawatra,Richard Nixon,SHARED_UNI,1
Paetongtarn Shinawatra,Ron DeSantis,SHARED_UNI,1
Paetongtarn Shinawatra,Ronald Reagan,SHARED_UNI,1
Paetongtarn Shinawatra,Tate Reeves,SHARED_UNI,1
Pete Hegseth,Richard Nixon,SHARED_UNI,1
Pete Hegseth,Ron DeSantis,SHARED_UNI,2
Pete Hegseth,Ronald Reagan,SHARED_UNI,1
Pete Hegseth,Tate Reeves,SHARED_UNI,1
Richard Nixon,Ron DeSantis,SHARED_UNI,1
Richard Nixon,Ronald Reagan,SHARED_UNI,1
Richard Nixon,Tate Reeves,SHARED_UNI,1
Ron DeSantis,Ronald Reagan,SHARED_UNI,1
Ron DeSantis,Tate Reeves,SHARED_UNI,1
Ronald Reagan,Tate Reeves,SHARED_UNI,1
Allen Dulles,Bob Taft,SHARED_UNI,1
Allen Dulles,David Card,SHARED_UNI,1
Allen Dulles,F. Scott Fitzgerald,SHARED_UNI,1
Allen Dulles,Gary Becker,SHARED_UNI,1
Allen Dulles,James Heckman,SHARED_UNI,1
Allen Dulles,Jared Polis,SHARED_UNI,1
Allen Dulles,John C. Breckinridge,SHARED_UNI,1
Allen Dulles,John Foster Dulles,SHARED_UNI,2
Allen Dulles,Jonathan Dayton,SHARED_UNI,1
Allen Dulles,Joshua Angrist,SHARED_UNI,1
Allen Dulles,Lý Thừa Vãn,SHARED_UNI,1
Allen Dulles,Maria Ressa,SHARED_UNI,1
Allen Dulles,Michael Spence,SHARED_UNI,1
Allen Dulles,Michael Froman,SHARED_UNI,1
Allen Dulles,Michelle Obama,SHARED_UNI,1
Allen Dulles,Richard Rush,SHARED_UNI,1
Allen Dulles,Robert Mueller,SHARED_UNI,1
Allen Dulles,Ted Cruz,SHARED_UNI,1
Allen Dulles,Woodrow Wilson,SHARED_UNI,1
Bob Taft,David Card,SHARED_UNI,1
Bob Taft,Donald Rumsfeld,SHARED_UNI,1
Bob Taft,F. Scott Fitzgerald,SHARED_UNI,1
Bob Taft,Gary Becker,SHARED_UNI,1
Bob Taft,James Heckman,SHARED_UNI,1
Bob Taft,James Madison,SHARED_UNI,1
Bob Taft,Jared Polis,SHARED_UNI,1
Bob Taft,John C. Breckinridge,SHARED_UNI,1
Bob Taft,John Foster Dulles,SHARED_UNI,1
Bob Taft,Jonathan Dayton,SHARED_UNI,1
Bob Taft,Joshua Angrist,SHARED_UNI,1
Bob Taft,Lý Thừa Vãn,SHARED_UNI,1
Bob Taft,Maria Ressa,SHARED_UNI,1
Bob Taft,Michael Spence,SHARED_UNI,1
Bob Taft,Michael Froman,SHARED_UNI,1
Bob Taft,Michelle Obama,SHARED_UNI,1
Bob Taft,Pete Hegseth,SHARED_UNI,1
Bob Taft,Richard Rush,SHARED_UNI,1
Bob Taft,Robert Mueller,SHARED_UNI,1
Bob Taft,Ted Cruz,SHARED_UNI,1
Bob Taft,Woodrow Wilson,SHARED_UNI,1
David Card,Donald Rumsfeld,SHARED_UNI,1
David Card,F. Scott Fitzgerald,SHARED_UNI,1
David Card,Gary Becker,SHARED_UNI,1
David Card,James Heckman,SHARED_UNI,1
David Card,James Madison,SHARED_UNI,1
David Card,Jared Polis,SHARED_UNI,1
David Card,John C. Breckinridge,SHARED_UNI,1
David Card,John Foster Dulles,SHARED_UNI,1
David Card,Jonathan Dayton,SHARED_UNI,1
David Card,Joshua Angrist,SHARED_UNI,1
David Card,Lý Thừa Vãn,SHARED_UNI,1
David Card,Maria Ressa,SHARED_UNI,1
David Card,Michael Spence,SHARED_UNI,1
David Card,Michael Froman,SHARED_UNI,1
David Card,Michelle Obama,SHARED_UNI,1
David Card,Pete Hegseth,SHARED_UNI,1
David Card,Richard Rush,SHARED_UNI,1
David Card,Robert Mueller,SHARED_UNI,1
David Card,Ted Cruz,SHARED_UNI,1
David Card,Woodrow Wilson,SHARED_UNI,1
Donald Rumsfeld,F. Scott Fitzgerald,SHARED_UNI,1
Donald Rumsfeld,Gary Becker,SHARED_UNI,1
Donald Rumsfeld,James Heckman,SHARED_UNI,1
Donald Rumsfeld,Jared Polis,SHARED_UNI,1
Donald Rumsfeld,John C. Breckinridge,SHARED_UNI,1
Donald Rumsfeld,John Foster Dulles,SHARED_UNI,1
Donald Rumsfeld,Jonathan Dayton,SHARED_UNI,1
Donald Rumsfeld,Joshua Angrist,SHARED_UNI,1
Donald Rumsfeld,Lý Thừa Vãn,SHARED_UNI,1
Donald Rumsfeld,Maria Ressa,SHARED_UNI,1
Donald Rumsfeld,Michael Spence,SHARED_UNI,1
Donald Rumsfeld,Michael Froman,SHARED_UNI,1
Donald Rumsfeld,Michelle Obama,SHARED_UNI,1
Donald Rumsfeld,Richard Rush,SHARED_UNI,1
Donald Rumsfeld,Robert Mueller,SHARED_UNI,1
Donald Rumsfeld,Ted Cruz,SHARED_UNI,1
Donald Rumsfeld,Woodrow Wilson,SHARED_UNI,1
F. Scott Fitzgerald,Gary Becker,SHARED_UNI,1
F. Scott Fitzgerald,James Heckman,SHARED_UNI,1
F. Scott Fitzgerald,James Madison,SHARED_UNI,1
F. Scott Fitzgerald,Jared Polis,SHARED_UNI,1
F. Scott Fitzgerald,John C. Breckinridge,SHARED_UNI,1
F. Scott Fitzgerald,John Foster Dulles,SHARED_UNI,1
F. Scott Fitzgerald,Jonathan Dayton,SHARED_UNI,1
F. Scott Fitzgerald,Joshua Angrist,SHARED_UNI,1
F. Scott Fitzgerald,Lý Thừa Vãn,SHARED_UNI,1
F. Scott Fitzgerald,Maria Ressa,SHARED_UNI,1
F. Scott Fitzgerald,Michael Spence,SHARED_UNI,1
F. Scott Fitzgerald,Michael Froman,SHARED_UNI,1
F. Scott Fitzgerald,Michelle Obama,SHARED_UNI,1
F. Scott Fitzgerald,Pete Hegseth,SHARED_UNI,1
F. Scott Fitzgerald,Richard Rush,SHARED_UNI,1
F. Scott Fitzgerald,Robert Mueller,SHARED_UNI,1
F. Scott Fitzgerald,Ted Cruz,SHARED_UNI,1
F. Scott Fitzgerald,Woodrow Wilson,SHARED_UNI,1
Gary Becker,James Heckman,SHARED_UNI,1
Gary Becker,James Madison,SHARED_UNI,1
Gary Becker,Jared Polis,SHARED_UNI,1
Gary Becker,John C. Breckinridge,SHARED_UNI,1
Gary Becker,John Foster Dulles,SHARED_UNI,1
Gary Becker,Jonathan Dayton,SHARED_UNI,1
Gary Becker,Joshua Angrist,SHARED_UNI,1
Gary Becker,Lý Thừa Vãn,SHARED_UNI,1
Gary Becker,Maria Ressa,SHARED_UNI,1
Gary Becker,Michael Spence,SHARED_UNI,1
Gary Becker,Michael Froman,SHARED_UNI,1
Gary Becker,Michelle Obama,SHARED_UNI,1
Gary Becker,Pete Hegseth,SHARED_UNI,1
Gary Becker,Richard Rush,SHARED_UNI,1
Gary Becker,Robert Mueller,SHARED_UNI,1
Gary Becker,Ted Cruz,SHARED_UNI,1
Gary Becker,Woodrow Wilson,SHARED_UNI,1
James Heckman,James Madison,SHARED_UNI,1
James Heckman,Jared Polis,SHARED_UNI,1
James Heckman,John C. Breckinridge,SHARED_UNI,1
James Heckman,John Foster Dulles,SHARED_UNI,1
James Heckman,Jonathan Dayton,SHARED_UNI,1
James Heckman,Joshua Angrist,SHARED_UNI,1
James Heckman,Lý Thừa Vãn,SHARED_UNI,1
James Heckman,Maria Ressa,SHARED_UNI,1
James Heckman,Michael Spence,SHARED_UNI,1
James Heckman,Michael Froman,SHARED_UNI,1
James Heckman,Michelle Obama,SHARED_UNI,1
James Heckman,Pete Hegseth,SHARED_UNI,1
James Heckman,Richard Rush,SHARED_UNI,1
James Heckman,Robert Mueller,SHARED_UNI,1
James Heckman,Ted Cruz,SHARED_UNI,1
James Heckman,Woodrow Wilson,SHARED_UNI,1
James Madison,Jared Polis,SHARED_UNI,1
James Madison,John C. Breckinridge,SHARED_UNI,1
James Madison,John Foster Dulles,SHARED_UNI,1
James Madison,Jonathan Dayton,SHARED_UNI,1
James Madison,Joshua Angrist,SHARED_UNI,1
James Madison,Lý Thừa Vãn,SHARED_UNI,1
James Madison,Maria Ressa,SHARED_UNI,1
James Madison,Michael Spence,SHARED_UNI,1
James Madison,Michael Froman,SHARED_UNI,1
James Madison,Michelle Obama,SHARED_UNI,1
James Madison,Richard Rush,SHARED_UNI,1
James Madison,Robert Mueller,SHARED_UNI,1
James Madison,Ted Cruz,SHARED_UNI,1
James Madison,Woodrow Wilson,SHARED_UNI,1
Jared Polis,John C. Breckinridge,SHARED_UNI,1
Jared Polis,John Foster Dulles,SHARED_UNI,1
Jared Polis,Jonathan Dayton,SHARED_UNI,1
Jared Polis,Joshua Angrist,SHARED_UNI,1
Jared Polis,Lý Thừa Vãn,SHARED_UNI,1
Jared Polis,Maria Ressa,SHARED_UNI,1
Jared Polis,Michael Spence,SHARED_UNI,1
Jared Polis,Michael Froman,SHARED_UNI,1
Jared Polis,Michelle Obama,SHARED_UNI,1
Jared Polis,Pete Hegseth,SHARED_UNI,1
Jared Polis,Richard Rush,SHARED_UNI,1
Jared Polis,Robert Mueller,SHARED_UNI,1
Jared Polis,Ted Cruz,SHARED_UNI,1
Jared Polis,Woodrow Wilson,SHARED_UNI,1
John C. Breckinridge,John Foster Dulles,SHARED_UNI,1
John C. Breckinridge,Jonathan Dayton,SHARED_UNI,1
John C. Breckinridge,Joshua Angrist,SHARED_UNI,1
John C. Breckinridge,Lý Thừa Vãn,SHARED_UNI,1
John C. Breckinridge,Maria Ressa,SHARED_UNI,1
John C. Breckinridge,Michael Spence,SHARED_UNI,1
John C. Breckinridge,Michael Froman,SHARED_UNI,1
John C. Breckinridge,Michelle Obama,SHARED_UNI,1
John C. Breckinridge,Pete Hegseth,SHARED_UNI,1
John C. Breckinridge,Richard Rush,SHARED_UNI,1
John C. Breckinridge,Robert Mueller,SHARED_UNI,1
John C. Breckinridge,Ted Cruz,SHARED_UNI,1
John C. Breckinridge,Woodrow Wilson,SHARED_UNI,1
John Foster Dulles,Jonathan Dayton,SHARED_UNI,1
John Foster Dulles,Joshua Angrist,SHARED_UNI,1
John Foster Dulles,Lý Thừa Vãn,SHARED_UNI,1
John Foster Dulles,Maria Ressa,SHARED_UNI,1
John Foster Dulles,Michael Spence,SHARED_UNI,1
John Foster Dulles,Michael Froman,SHARED_UNI,1
John Foster Dulles,Michelle Obama,SHARED_UNI,1
John Foster Dulles,Pete Hegseth,SHARED_UNI,1
John Foster Dulles,Richard Rush,SHARED_UNI,1
John Foster Dulles,Robert Mueller,SHARED_UNI,1
John Foster Dulles,Ted Cruz,SHARED_UNI,1
John Foster Dulles,Woodrow Wilson,SHARED_UNI,1
Jonathan Dayton,Joshua Angrist,SHARED_UNI,1
Jonathan Dayton,Lý Thừa Vãn,SHARED_UNI,1
Jonathan Dayton,Maria Ressa,SHARED_UNI,1
Jonathan Dayton,Michael Spence,SHARED_UNI,1
Jonathan Dayton,Michael Froman,SHARED_UNI,1
Jonathan Dayton,Michelle Obama,SHARED_UNI,1
Jonathan Dayton,Pete Hegseth,SHARED_UNI,1
Jonathan Dayton,Richard Rush,SHARED_UNI,1
Jonathan Dayton,Robert Mueller,SHARED_UNI,1
Jonathan Dayton,Ted Cruz,SHARED_UNI,1
Jonathan Dayton,Woodrow Wilson,SHARED_UNI,1
Joshua Angrist,Lý Thừa Vãn,SHARED_UNI,1
Joshua Angrist,Maria Ressa,SHARED_UNI,1
Joshua Angrist,Michael Spence,SHARED_UNI,1
Joshua Angrist,Michael Froman,SHARED_UNI,1
Joshua Angrist,Michelle Obama,SHARED_UNI,1
Joshua Angrist,Pete Hegseth,SHARED_UNI,1
Joshua Angrist,Richard Rush,SHARED_UNI,1
Joshua Angrist,Robert Mueller,SHARED_UNI,1
Joshua Angrist,Ted Cruz,SHARED_UNI,1
Joshua Angrist,Woodrow Wilson,SHARED_UNI,1
Lý Thừa Vãn,Maria Ressa,SHARED_UNI,1
Lý Thừa Vãn,Michael Spence,SHARED_UNI,2
Lý Thừa Vãn,Michael Froman,SHARED_UNI,2
Lý Thừa Vãn,Michelle Obama,SHARED_UNI,2
Lý Thừa Vãn,Pete Hegseth,SHARED_UNI,2
Lý Thừa Vãn,Richard Rush,SHARED_UNI,1
Lý Thừa Vãn,Robert Mueller,SHARED_UNI,1
Lý Thừa Vãn,Ted Cruz,SHARED_UNI,1
Lý Thừa Vãn,Woodrow Wilson,SHARED_UNI,1
Maria Ressa,Michael Spence,SHARED_UNI,1
Maria Ressa,Michael Froman,SHARED_UNI,1
Maria Ressa,Michelle Obama,SHARED_UNI,1
Maria Ressa,Pete Hegseth,SHARED_UNI,1
Maria Ressa,Richard Rush,SHARED_UNI,1
Maria Ressa,Robert Mueller,SHARED_UNI,1
Maria Ressa,Ted Cruz,SHARED_UNI,1
Maria Ressa,Woodrow Wilson,SHARED_UNI,1
Michael Froman,Michael Spence,SHARED_UNI,2
Michael Spence,Michelle Obama,SHARED_UNI,2
Michael Spence,Pete Hegseth,SHARED_UNI,2
Michael Spence,Richard Rush,SHARED_UNI,1
Michael Spence,Robert Mueller,SHARED_UNI,1
Michael Spence,Ted Cruz,SHARED_UNI,1
Michael Spence,Woodrow Wilson,SHARED_UNI,1
Michael Froman,Michelle Obama,SHARED_UNI,2
Michael Froman,Pete Hegseth,SHARED_UNI,2
Michael Froman,Richard Rush,SHARED_UNI,1
Michael Froman,Robert Mueller,SHARED_UNI,1
Michael Froman,Ted Cruz,SHARED_UNI,1
Michael Froman,Woodrow Wilson,SHARED_UNI,1
Michelle Obama,Pete Hegseth,SHARED_UNI,2
Michelle Obama,Richard Rush,SHARED_UNI,1
Michelle Obama,Robert Mueller,SHARED_UNI,1
Michelle Obama,Ted Cruz,SHARED_UNI,1
Michelle Obama,Woodrow Wilson,SHARED_UNI,1
Pete Hegseth,Richard Rush,SHARED_UNI,1
Pete Hegseth,Robert Mueller,SHARED_UNI,1
Pete Hegseth,Ted Cruz,SHARED_UNI,1
Pete Hegseth,Woodrow Wilson,SHARED_UNI,1
Richard Rush,Robert Mueller,SHARED_UNI,1
Richard Rush,Ted Cruz,SHARED_UNI,1
Richard Rush,Woodrow Wilson,SHARED_UNI,1
Robert Mueller,Ted Cruz,SHARED_UNI,1
Robert Mueller,Woodrow Wilson,SHARED_UNI,1
Ted Cruz,Woodrow Wilson,SHARED_UNI,1
Allen Dulles,Colin Powell,SHARED_UNI,1
Allen Dulles,Elizabeth Warren,SHARED_UNI,1
Allen Dulles,Faure Gnassingbé,SHARED_UNI,1
Allen Dulles,Glenn Greenwald,SHARED_UNI,1
Allen Dulles,Harry Reid,SHARED_UNI,1
Allen Dulles,J. William Fulbright,SHARED_UNI,1
Colin Powell,Elizabeth Warren,SHARED_UNI,1
Colin Powell,Faure Gnassingbé,SHARED_UNI,1
Colin Powell,Glenn Greenwald,SHARED_UNI,1
Colin Powell,Harry Reid,SHARED_UNI,1
Colin Powell,J. William Fulbright,SHARED_UNI,1
Colin Powell,John Foster Dulles,SHARED_UNI,1
Elizabeth Warren,Faure Gnassingbé,SHARED_UNI,1
Elizabeth Warren,Glenn Greenwald,SHARED_UNI,1
Elizabeth Warren,Harry Reid,SHARED_UNI,1
Elizabeth Warren,J. William Fulbright,SHARED_UNI,1
Elizabeth Warren,John Foster Dulles,SHARED_UNI,1
Faure Gnassingbé,Glenn Greenwald,SHARED_UNI,1
Faure Gnassingbé,Harry Reid,SHARED_UNI,1
Faure Gnassingbé,J. William Fulbright,SHARED_UNI,1
Faure Gnassingbé,John Foster Dulles,SHARED_UNI,1
Glenn Greenwald,Harry Reid,SHARED_UNI,1
Glenn Greenwald,J. William Fulbright,SHARED_UNI,1
Glenn Greenwald,John Foster Dulles,SHARED_UNI,1
Harry Reid,J. William Fulbright,SHARED_UNI,1
Harry Reid,John Foster Dulles,SHARED_UNI,1
J. William Fulbright,John Foster Dulles,SHARED_UNI,1
Anneli Jäätteenmäki,Antti Tulenheimo,SHARED_UNI,1
Anneli Jäätteenmäki,Bengt Holmström,SHARED_UNI,1
Anneli Jäätteenmäki,Edwin Linkomies,SHARED_UNI,1
Anneli Jäätteenmäki,Harri Holkeri,SHARED_UNI,1
Anneli Jäätteenmäki,Johan Wilhelm Rangell,SHARED_UNI,1
Anneli Jäätteenmäki,Juho Kusti Paasikivi,SHARED_UNI,1
Anneli Jäätteenmäki,Keijo Liinamaa,SHARED_UNI,1
Anneli Jäätteenmäki,Mari Kiviniemi,SHARED_UNI,1
Anneli Jäätteenmäki,Matti Vanhanen,SHARED_UNI,1
Anneli Jäätteenmäki,Paavo Lipponen,SHARED_UNI,1
Anneli Jäätteenmäki,Pehr Evind Svinhufvud,SHARED_UNI,1
Anneli Jäätteenmäki,Rafael Erich,SHARED_UNI,1
Anneli Jäätteenmäki,Tarja Halonen,SHARED_UNI,1
Anneli Jäätteenmäki,Teuvo Aura,SHARED_UNI,1
Anneli Jäätteenmäki,Urho Kekkonen,SHARED_UNI,1
Antti Tulenheimo,Bengt Holmström,SHARED_UNI,1
Antti Tulenheimo,Edwin Linkomies,SHARED_UNI,1
Antti Tulenheimo,Harri Holkeri,SHARED_UNI,1
Antti Tulenheimo,Johan Wilhelm Rangell,SHARED_UNI,1
Antti Tulenheimo,Juho Kusti Paasikivi,SHARED_UNI,1
Antti Tulenheimo,Keijo Liinamaa,SHARED_UNI,1
Antti Tulenheimo,Mari Kiviniemi,SHARED_UNI,1
Antti Tulenheimo,Matti Vanhanen,SHARED_UNI,1
Antti Tulenheimo,Paavo Lipponen,SHARED_UNI,1
Antti Tulenheimo,Pehr Evind Svinhufvud,SHARED_UNI,1
Antti Tulenheimo,Rafael Erich,SHARED_UNI,1
Antti Tulenheimo,Tarja Halonen,SHARED_UNI,1
Antti Tulenheimo,Teuvo Aura,SHARED_UNI,1
Antti Tulenheimo,Urho Kekkonen,SHARED_UNI,1
Bengt Holmström,Edwin Linkomies,SHARED_UNI,1
Bengt Holmström,Harri Holkeri,SHARED_UNI,1
Bengt Holmström,Johan Wilhelm Rangell,SHARED_UNI,1
Bengt Holmström,Juho Kusti Paasikivi,SHARED_UNI,1
Bengt Holmström,Keijo Liinamaa,SHARED_UNI,1
Bengt Holmström,Mari Kiviniemi,SHARED_UNI,1
Bengt Holmström,Matti Vanhanen,SHARED_UNI,1
Bengt Holmström,Paavo Lipponen,SHARED_UNI,1
Bengt Holmström,Pehr Evind Svinhufvud,SHARED_UNI,1
Bengt Holmström,Rafael Erich,SHARED_UNI,1
Bengt Holmström,Tarja Halonen,SHARED_UNI,1
Bengt Holmström,Teuvo Aura,SHARED_UNI,1
Bengt Holmström,Urho Kekkonen,SHARED_UNI,1
Edwin Linkomies,Harri Holkeri,SHARED_UNI,1
Edwin Linkomies,Johan Wilhelm Rangell,SHARED_UNI,1
Edwin Linkomies,Juho Kusti Paasikivi,SHARED_UNI,1
Edwin Linkomies,Keijo Liinamaa,SHARED_UNI,1
Edwin Linkomies,Mari Kiviniemi,SHARED_UNI,1
Edwin Linkomies,Matti Vanhanen,SHARED_UNI,1
Edwin Linkomies,Paavo Lipponen,SHARED_UNI,1
Edwin Linkomies,Pehr Evind Svinhufvud,SHARED_UNI,1
Edwin Linkomies,Rafael Erich,SHARED_UNI,1
Edwin Linkomies,Tarja Halonen,SHARED_UNI,1
Edwin Linkomies,Teuvo Aura,SHARED_UNI,1
Edwin Linkomies,Urho Kekkonen,SHARED_UNI,1
Harri Holkeri,Johan Wilhelm Rangell,SHARED_UNI,1
Harri Holkeri,Juho Kusti Paasikivi,SHARED_UNI,1
Harri Holkeri,Keijo Liinamaa,SHARED_UNI,1
Harri Holkeri,Mari Kiviniemi,SHARED_UNI,1
Harri Holkeri,Matti Vanhanen,SHARED_UNI,1
Harri Holkeri,Paavo Lipponen,SHARED_UNI,1
Harri Holkeri,Pehr Evind Svinhufvud,SHARED_UNI,1
Harri Holkeri,Rafael Erich,SHARED_UNI,1
Harri Holkeri,Tarja Halonen,SHARED_UNI,1
Harri Holkeri,Teuvo Aura,SHARED_UNI,1
Harri Holkeri,Urho Kekkonen,SHARED_UNI,1
Johan Wilhelm Rangell,Juho Kusti Paasikivi,SHARED_UNI,1
Johan Wilhelm Rangell,Keijo Liinamaa,SHARED_UNI,1
Johan Wilhelm Rangell,Mari Kiviniemi,SHARED_UNI,1
Johan Wilhelm Rangell,Matti Vanhanen,SHARED_UNI,1
Johan Wilhelm Rangell,Paavo Lipponen,SHARED_UNI,1
Johan Wilhelm Rangell,Pehr Evind Svinhufvud,SHARED_UNI,1
Johan Wilhelm Rangell,Rafael Erich,SHARED_UNI,1
Johan Wilhelm Rangell,Tarja Halonen,SHARED_UNI,1
Johan Wilhelm Rangell,Teuvo Aura,SHARED_UNI,1
Johan Wilhelm Rangell,Urho Kekkonen,SHARED_UNI,1
Juho Kusti Paasikivi,Keijo Liinamaa,SHARED_UNI,1
Juho Kusti Paasikivi,Mari Kiviniemi,SHARED_UNI,1
Juho Kusti Paasikivi,Matti Vanhanen,SHARED_UNI,1
Juho Kusti Paasikivi,Paavo Lipponen,SHARED_UNI,1
Juho Kusti Paasikivi,Pehr Evind Svinhufvud,SHARED_UNI,1
Juho Kusti Paasikivi,Rafael Erich,SHARED_UNI,1
Juho Kusti Paasikivi,Tarja Halonen,SHARED_UNI,1
Juho Kusti Paasikivi,Teuvo Aura,SHARED_UNI,1
Juho Kusti Paasikivi,Urho Kekkonen,SHARED_UNI,1
Keijo Liinamaa,Mari Kiviniemi,SHARED_UNI,1
Keijo Liinamaa,Matti Vanhanen,SHARED_UNI,1
Keijo Liinamaa,Paavo Lipponen,SHARED_UNI,1
Keijo Liinamaa,Pehr Evind Svinhufvud,SHARED_UNI,1
Keijo Liinamaa,Rafael Erich,SHARED_UNI,1
Keijo Liinamaa,Tarja Halonen,SHARED_UNI,1
Keijo Liinamaa,Teuvo Aura,SHARED_UNI,1
Keijo Liinamaa,Urho Kekkonen,SHARED_UNI,1
Mari Kiviniemi,Matti Vanhanen,SHARED_UNI,1
Mari Kiviniemi,Paavo Lipponen,SHARED_UNI,1
Mari Kiviniemi,Pehr Evind Svinhufvud,SHARED_UNI,1
Mari Kiviniemi,Rafael Erich,SHARED_UNI,1
Mari Kiviniemi,Tarja Halonen,SHARED_UNI,1
Mari Kiviniemi,Teuvo Aura,SHARED_UNI,1
Mari Kiviniemi,Urho Kekkonen,SHARED_UNI,1
Matti Vanhanen,Paavo Lipponen,SHARED_UNI,1
Matti Vanhanen,Pehr Evind Svinhufvud,SHARED_UNI,1
Matti Vanhanen,Rafael Erich,SHARED_UNI,1
Matti Vanhanen,Tarja Halonen,SHARED_UNI,1
Matti Vanhanen,Teuvo Aura,SHARED_UNI,1
Matti Vanhanen,Urho Kekkonen,SHARED_UNI,1
Paavo Lipponen,Pehr Evind Svinhufvud,SHARED_UNI,1
Paavo Lipponen,Rafael Erich,SHARED_UNI,1
Paavo Lipponen,Tarja Halonen,SHARED_UNI,1
Paavo Lipponen,Teuvo Aura,SHARED_UNI,1
Paavo Lipponen,Urho Kekkonen,SHARED_UNI,1
Pehr Evind Svinhufvud,Rafael Erich,SHARED_UNI,1
Pehr Evind Svinhufvud,Tarja Halonen,SHARED_UNI,1
Pehr Evind Svinhufvud,Teuvo Aura,SHARED_UNI,1
Pehr Evind Svinhufvud,Urho Kekkonen,SHARED_UNI,1
Rafael Erich,Tarja Halonen,SHARED_UNI,1
Rafael Erich,Teuvo Aura,SHARED_UNI,1
Rafael Erich,Urho Kekkonen,SHARED_UNI,1
Tarja Halonen,Teuvo Aura,SHARED_UNI,1
Tarja Halonen,Urho Kekkonen,SHARED_UNI,1
Teuvo Aura,Urho Kekkonen,SHARED_UNI,1
Andy Beshear,Robert F. Kennedy,SHARED_UNI,1
Andy Beshear,Robert Mueller,SHARED_UNI,1
Robert F. Kennedy,Robert Mueller,SHARED_UNI,1
Anthony Albanese,Edmund Barton,SHARED_UNI,1
Anthony Albanese,Earle Page,SHARED_UNI,1
Anthony Albanese,Gough Whitlam,SHARED_UNI,1
Anthony Albanese,John Howard,SHARED_UNI,1
Anthony Albanese,Malcolm Turnbull,SHARED_UNI,1
Anthony Albanese,William McMahon,SHARED_UNI,1
Earle Page,Edmund Barton,SHARED_UNI,1
Edmund Barton,Gough Whitlam,SHARED_UNI,1
Edmund Barton,John Howard,SHARED_UNI,1
Edmund Barton,Malcolm Turnbull,SHARED_UNI,1
Edmund Barton,William McMahon,SHARED_UNI,1
Earle Page,Gough Whitlam,SHARED_UNI,1
Earle Page,John Howard,SHARED_UNI,1
Earle Page,Malcolm Turnbull,SHARED_UNI,1
Earle Page,William McMahon,SHARED_UNI,1
Gough Whitlam,John Howard,SHARED_UNI,1
Gough Whitlam,Malcolm Turnbull,SHARED_UNI,1
Gough Whitlam,William McMahon,SHARED_UNI,1
John Howard,Malcolm Turnbull,SHARED_UNI,1
John Howard,William McMahon,SHARED_UNI,1
Malcolm Turnbull,William McMahon,SHARED_UNI,1
Antonio Salandra,Giorgio Napolitano,SHARED_UNI,1
Antonis Samaras,Antony Blinken,SHARED_UNI,1
Antonis Samaras,Barney Frank,SHARED_UNI,1
Antonis Samaras,Ban Ki-moon,SHARED_UNI,1
Antonis Samaras,Bertil Ohlin,SHARED_UNI,1
Antonis Samaras,Benjamin Netanyahu,SHARED_UNI,1
Antonis Samaras,Brett Giroir,SHARED_UNI,1
Antonis Samaras,Charles Joseph Bonaparte,SHARED_UNI,1
Antonis Samaras,Charlie Baker,SHARED_UNI,1
Antonis Samaras,Christopher A. Sims,SHARED_UNI,1
Antonis Samaras,David Halberstam,SHARED_UNI,1
Antonis Samaras,Daniel McKee,SHARED_UNI,1
Antonis Samaras,David Lloyd Johnston,SHARED_UNI,1
Antonis Samaras,Dean Acheson,SHARED_UNI,1
Antonis Samaras,Franklin D. Roosevelt,SHARED_UNI,1
Antonis Samaras,Frederik X của Đan Mạch,SHARED_UNI,1
Antonis Samaras,George W. Bush,SHARED_UNI,1
Antonis Samaras,Gro Harlem Brundtland,SHARED_UNI,1
Antonis Samaras,Han Duck-soo,SHARED_UNI,1
Antonis Samaras,Harry R. Lewis,SHARED_UNI,1
Antonis Samaras,Henry Cabot Lodge Jr.,SHARED_UNI,1
Antonis Samaras,Henry L. Stimson,SHARED_UNI,1
Antonis Samaras,Henry Kissinger,SHARED_UNI,1
Antonis Samaras,Hoàng Tuần Tài,SHARED_UNI,1
Antonis Samaras,Jack Lew,SHARED_UNI,1
Antonis Samaras,James R. Schlesinger,SHARED_UNI,1
Antonis Samaras,James Tobin,SHARED_UNI,1
Antonis Samaras,Janet Reno,SHARED_UNI,1
Antonis Samaras,Jim McGreevey,SHARED_UNI,1
Antonis Samaras,Jill Stein,SHARED_UNI,1
Antonis Samaras,John Adams,SHARED_UNI,1
Antonis Samaras,John F. Kennedy,SHARED_UNI,1
Antonis Samaras,John Hancock,SHARED_UNI,1
Antonis Samaras,John Roberts,SHARED_UNI,1
Antonis Samaras,John Quincy Adams,SHARED_UNI,1
Antonis Samaras,Juan Manuel Santos,SHARED_UNI,1
