id,title
185,Trường Chỉ huy và Tổng tham mưu Lục quân Hoa Kỳ
186,Trường Dịch vụ Đối ngoại
187,Trường Giáo dục Quốc phòng Hoàng gia
188,Trường Hannover
189,Trường Harrow
190,Trường Hành chính quốc gia (Pháp)
191,Trường Hậu bổ (Hà Nội)
192,Trường Juilliard
193,Trường Kinh tế London
194,Trường Kinh tế Luân Đôn
195,Trường Kinh tế Stockholm
196,Trường Kinh tế và Khoa học Chính trị London
197,Trường Kinh tế và Khoa học Chính trị Luân Đôn
198,Trường Luật Albany
199,Trường Luật Harvard
200,Trường Luật Hastings
201,Trường Luật Northampton
202,Trường Luật Quốc gia và Tiểu bang
203,Trường Luật học Đế quốc
204,Trường Luật Đại học Duke
205,Trường Lycée Condorcet
206,Trường Lục quân Bảo Định
207,Trường Millsaps (BA)
208,Trường Nghệ thuật và Thiết kế Cao cấp Pablo Picasso
209,Trường Ngữ pháp Geelong
210,Trường Ngữ pháp Giáo hội Anh Sydney
211,Trường Ngữ pháp Karachi
212,Trường Ngữ pháp Melbourne
213,Trường Nội trú Quốc gia Cicognini
214,Trường Pellerin (1904–1908) Tiểu chủng viện Sài Gòn (1909–1917) Đại Chủng viện Phú Xuân (1917–1919) Đại học Truyền giáo Urbaniana
215,Trường Quân sự Chorrillos
216,Trường Quốc gia Hành chính Pháp
217,Trường Roundhay
218,Trường Shinbu Tokyo
219,"Trường St. Stephen, Delhi"
220,Trường Sĩ quan Chính trị
221,Trường Sĩ quan Lục quân (Đế quốc Nhật Bản)
222,Trường THCS và THPT Hongō
223,Trường Tham mưu và Chỉ huy
224,Trường Thánh Giuse
225,Trường Thánh Phêrô
226,Trường Thương mại Hailey
227,Trường Thương mại IE
228,Trường Trung học Albert Sarraut
229,Trường Trung học Dandenong
230,Trường Trung học Kim Lăng
231,Trường Trung học Tài chính Mokpo
232,Trường Trung học Wangaratta
233,Trường Trung học chương trình Pháp tại Cần Thơ Trường Võ bị Liên quân Viễn Đông Đà Lạt Học viện Quân sự Coetquidan và Võ bị Saint Cyr
234,"Trường Trung học phổ thông Chu Văn An, Hà Nội"
235,Trường Trung học phổ thông Nguyễn Đình Chiểu (Tiền Giang)
236,Trường Trung học phổ thông chuyên Quốc Học
237,Trường Trung học phổ thông chuyên Quốc Học – Huế
238,Trường Tudor House
239,Trường Võ bị Liên quân Saint-Cyr
240,Trường Võ bị Quốc gia Đà Lạt
241,Trường Vũ trang Quân đội Hoa Kỳ
242,Trường Westminster
243,Trường Y Đông Virginia
244,Trường kinh tế London
245,Trường kinh tế SGH Warsaw
246,Trường luật Albany
247,Trường luật Philippines
248,Trường luật San Beda
249,Trường luật Đại học Philippines
250,Trường nghiên cứu cao cấp thực hành
251,Trường ngữ pháp King Edward VI
252,Trường quân sự Hoàng Phố
253,Trường sau đại học
254,Trường trung học Henriettenplatz
255,Trường Đại học Công nghệ Quốc phòng Trung Quốc
256,Trường Đại học Houghton
257,Trường Đại học Hà Nội
258,Trường Đại học Khoa học Sài Gòn
259,"Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh"
260,Trường Đại học Kinh tế Quốc dân
261,Trường Đại học Lao động Cộng sản Phương Đông
262,Trường Đại học Luật Thành phố Hồ Chí Minh
263,Trường Đại học Mỏ – Địa chất
264,Trường Đại học Panthéon-Assas
265,Trường Đại học Paris I
266,Trường Đại học Paris II
267,Trường Đại học Philippines
268,Trường Đại học Tổng hợp Thành phố Hồ Chí Minh
269,Trường Đại học Y khoa Azerbaijan
270,Trường Đảng Trung ương
271,Trường Đảng Trung ương (Đảng Cộng sản Trung Quốc)
272,Trường Đảng Trung ương Đảng Cộng sản Trung Quốc
273,Trường đại học Montpellier
274,Trường đại học Poitiers
275,Trường đại học Tây Y Hồng Kông cho người Hoa
276,Trường đại học không chiến
277,Union College
278,United States Army War College
279,United States Military Academy
280,Universidad Iberoamericana
281,Universidad de Salamanca
282,Universidade Federal do Rio Grande do Sul
283,University College Cork
284,University College Dublin
285,"University College, London"
286,University of Athens
287,University of Birmingham
288,University of Bristol
289,"University of California, Berkeley"
290,"University of California, Santa Cruz"
291,University of Chicago
292,University of Costa Rica
293,University of Dar es Salaam
294,University of Essex
295,University of Ghana
296,University of Ghent
297,University of Göttingen
298,University of Halle
299,University of Konstanz
300,University of Lausanne
301,University of London
302,University of Malta
303,University of Missouri–Kansas City
304,University of North Carolina at Chapel Hill
305,University of North London
306,University of Rochester
307,University of Southern California
308,University of Texas at Austin
309,University of Toronto Faculty of Law
310,University of Vermont
311,University of Virginia
312,Università Cattolica del Sacro Cuore
313,Viện Công nghệ California
314,Viện Công nghệ Georgia
315,Viện Công nghệ Mapúa
316,Viện Công nghệ Massachusetts
317,Viện Công nghệ Stevens
318,Viện Công nghệ Wentworth
319,"Viện Công nghệ và Giáo dục Cao đẳng Monterrey, Bang México"
320,Viện Hàn lâm Khoa học Liên Xô
321,Viện Hàn lâm Khoa học xã hội thuộc Trung ương Đảng Cộng sản Liên Xô
322,Viện Khoa học Trung Quốc
323,Viện Nghiên cứu Chính trị Bordeaux
324,Viện Nghiên cứu Chính trị Paris
325,Viện Nghệ thuật Hoàng gia Thụy Điển
326,Viện Nghệ thuật và Khoa học Xã hội Chính phủ Vasantrao Naik
327,"Viện Quản trị Kinh doanh, Karachi"
328,Viện công nghệ Madras
329,Viện quân sự Virginia
330,Viện thần học Chicago
331,Viện thần học Qom
332,Viện Đại học Đông Dương
333,Wabash College
334,Wesleyan University
335,Williams College
336,Winchester College
337,en:Babeș-Bolyai University
338,École Normale Supérieure
339,École Polytechnique
340,École du Louvre
341,École nationale d'administration
342,École nationale des ponts et chaussées
343,École nationale supérieure des Beaux-Arts
344,École nationale supérieure des mines de Paris
345,École normale supérieure
346,École normale supérieure de Lyon
347,École spéciale militaire de Saint-Cyr
348,Đại học
349,Đại học Aalborg
350,Đại học Aarhus
351,Đại học Addis Ababa
352,Đại học Adelaide
353,Đại học Agra
354,Đại học Ahmadu Belloy
355,Đại học Al-Azhar
356,Đại học Alaska Fairbanks
357,"Đại học Alcuin, York"
358,Đại học Alexandria
359,Đại học Allahabad
360,Đại học Allegheny
361,Đại học Amherst
362,Đại học Amsterdam
363,"Đại học Ankara, Trường Luật"
364,Đại học Arba Minch
365,Đại học Arkansas
366,Đại học Ateneo de Manila
367,Đại học Athena
368,Đại học Athens
369,Đại học Auburn
370,Đại học Auburn (BA)
371,Đại học Bagdad
372,Đại học Baghdad
373,Đại học Bang Arizona
374,Đại học Bang California tại Bakersfield
375,Đại học Bang Central Connecticut
376,Đại học Bang Florida
377,Đại học Bang Iowa
378,Đại học Bang Kentucky
379,Đại học Bang Minnesota
380,Đại học Bang Ohio
381,Đại học Bang Oklahoma
382,Đại học Bang South Dakota
383,Đại học Bang Utah
384,Đại học Bangalore
385,Đại học Barcelona
386,Đại học Bari
387,Đại học Basel
388,Đại học Belgrano
389,Đại học Beograd
390,Đại học Berlin
391,Đại học Bocconi
392,Đại học Bonn
393,Đại học Boston
394,Đại học Boğaziçi
395,Đại học Bradley
396,Đại học Brown
397,Đại học Bucharest
398,Đại học Buenos Aires
399,Đại học Butler
400,Đại học Bách khoa Hồng Kông
401,Đại học Bắc Kinh
402,Đại học Caen Normandy
403,Đại học Cairo
404,Đại học Calcutta
405,Đại học California
406,Đại học California tại Berkeley
407,"Đại học California, Berkeley"
408,"Đại học California, Los Angeles"
409,Đại học Cambridge
410,Đại học Canterbury
411,Đại học Cao Ly
412,"Đại học Cao đẳng Chính phủ, Lahore"
413,Đại học Cao đẳng Dublin
414,Đại học Carnegie Mellon
415,Đại học Cartagena
416,Đại học Charles Sturt
417,Đại học Charles ở Praha
418,Đại học Charles-Ferdinand
419,Đại học Chhatrapati Shahu Ji Maharaj
420,Đại học Chiang Mai
421,Đại học Chicago
422,Đại học Chiến tranh Lục quân (Nhật Bản)
423,Đại học Chiết Giang
424,Đại học Chulalongkorn
425,Đại học Chung-Ang
426,Đại học Chính Pháp Trung Quốc
427,Đại học Cincinnati
428,Đại học Colgate
429,Đại học Cologne
430,Đại học Colorado Boulder
431,Đại học Columbia
432,Đại học Comenius
433,Đại học Complutense Madrid
434,Đại học Connecticut
435,Đại học Copenhagen
436,Đại học Cornell
437,Đại học Cát Lâm
438,Đại học Công giáo Forman
439,Đại học Công giáo Hoa Kỳ
440,Đại học Công giáo John Paul II Lublin
441,Đại học Công giáo Leuven
442,Đại học Công giáo Milano
443,Đại học Công nghiệp Cáp Nhĩ Tân
444,Đại học Công nghiệp Hà Bắc
445,Đại học Công nghiệp Tây Bắc
446,Đại học Công nghệ Bắc Kinh
447,Đại học Công nghệ Quốc gia Athens
448,Đại học Công nghệ Quốc gia Ural
449,Đại học Công nghệ Séc ở Praha
450,Đại học Công nghệ Tampere
451,Đại học Công nghệ Thành Đô
452,Đại học Cần Thơ
453,Đại học Damascus
454,Đại học Danube Krems
455,Đại học Dartmouth
456,Đại học DeVry
457,Đại học Delaware
458,Đại học Delhi
459,Đại học Dhaka
460,Đại học Dickinson
461,"Đại học Dr. Bhim Rao Ambedkar, Agra"
462,Đại học Drexel
463,Đại học Dublin
464,Đại học Duke
465,Đại học Dầu khí Ploiești
466,Đại học Eden Mohila
467,Đại học Edinburg
468,Đại học Edinburgh
469,Đại học Emory
470,Đại học Eureka
471,Đại học Exeter
472,Đại học Eötvös Loránd
473,Đại học Firenze
474,Đại học Florence
475,Đại học Fordham
476,Đại học Forman Christian College
477,Đại học Frankfurt am Main
478,Đại học Freiburg
479,Đại học Gadjah Mada
480,Đại học Gdańsk
481,Đại học Geneva
482,Đại học Genoa
483,Đại học George Washington
484,Đại học Georgetown
485,Đại học Georgia
486,Đại học Ghana
487,Đại học Giao thông Thượng Hải
488,Đại học Giao thông Tây An
489,Đại học Giessen
490,Đại học Glasgow
491,Đại học Glasgow Caledonian
492,Đại học Goethe Frankfurt
493,Đại học Gothenburg
494,Đại học Government College
495,Đại học Graz
496,Đại học Greenwich
497,Đại học Groningen
498,Đại học Gujarat
499,Đại học Göttingen
500,Đại học Haifa
501,Đại học Halle-Wittenberg
502,Đại học Hamburg
503,Đại học Harvard
504,Đại học Havana
505,"Đại học Hawaii, Manoa"
506,Đại học Hebrew Jerusalem
507,Đại học Hebrew của Jerusalem
508,Đại học Heidelberg
509,Đại học Helsinki
510,Đại học Himachal
511,Đại học Hoa Kỳ Beirut
512,Đại học Hosei
513,Đại học Howard
514,Đại học Hoàng gia Luân Đôn
515,Đại học Hoàng đế Luân Đôn
516,Đại học Humboldt của Berlin
517,Đại học Hàn Quốc
518,Đại học Hạ Môn
519,Đại học Hồi giáo Aligarh
520,Đại học Hồng Kông
521,Đại học Idaho
522,Đại học Illinois tại Urbana-Champaign
523,Đại học Inca Garcilaso de la Vega
524,Đại học Indiana
525,Đại học Indonesia
526,Đại học Innsbruck
527,Đại học Istanbul
528,Đại học Jagiellonia
529,Đại học Jagiellonian
530,Đại học Jan Evangelista Purkyně ở Ústí nad Labem
531,Đại học Jean Moulin Lyon 3
532,Đại học Johns Hopkins
533,Đại học José Rizal
534,Đại học Kansas
535,Đại học Keele
536,Đại học Keio
537,Đại học Kent
538,Đại học Kentucky
539,Đại học Kenyon
540,Đại học Khallikote
541,Đại học Khoa học Hoàng gia
542,Đại học Khoa học và Công nghệ Iran
543,Đại học Khoa học và Kỹ thuật Hoa Trung
544,Đại học Khoa học Đời sống Estonia
545,Đại học Kiel
546,Đại học Kiev
547,Đại học King Saud
548,Đại học Kinh tế Quốc dân Kyiv
549,Đại học Kinh tế Quốc dân Plekhanov
550,Đại học Kinh tế Quốc gia Ternopil
551,Đại học Kinh tế Quốc gia và Thế giới
552,Đại học Kinh tế và Doanh nghiệp Viên
553,Đại học Kinh tế ở Bratislava
554,"Đại học Kinh tế, Praha"
555,Đại học Kobe
556,Đại học Kwame Nkrumah
557,Đại học Kyoto
558,Đại học Kyung Hee
559,Đại học Kỹ thuật Berlin
560,Đại học Kỹ thuật Istanbul
561,Đại học Kỹ thuật Lisbon
562,Đại học Kỹ thuật München
563,Đại học Kỹ thuật Nông nghiệp bang Bắc Carolina
564,Đại học Kỹ thuật Quốc gia Donetsk
565,Đại học Kỹ thuật Quốc gia Moskva Bauman
566,Đại học La Habana
567,Đại học Latvia
568,Đại học Laval
569,Đại học Leeds
570,Đại học Leiden
571,Đại học Leipzig
572,Đại học Liban
573,Đại học Libya
574,Đại học Limoges
575,Đại học Limpopo
576,Đại học Linköping
577,Đại học Lisboa
578,Đại học Lisbon
579,Đại học Liên bang
580,Đại học Liêu Ninh
581,Đại học Ljubljana
582,Đại học London
583,Đại học Louisville
584,Đại học Ludwig Maximilian Munich
585,Đại học Ludwig Maximilian München
586,Đại học Lund
587,Đại học Luân Đôn
588,Đại học Madras
589,Đại học Maine
590,Đại học Maine (Pháp)
591,Đại học Makerere
592,Đại học Malaya
593,Đại học Malta
594,Đại học Manila
595,Đại học Marburg
596,Đại học Marmara
597,Đại học Marquette
598,Đại học Marshall
599,"Đại học Maryland, Baltimore"
600,Đại học Masaryk
601,Đại học Massachusetts Boston
602,Đại học McGill
603,Đại học McMaster
604,Đại học Meiji
605,Đại học Melbourne
606,Đại học Miami
607,Đại học Michigan
608,Đại học Middlebury
609,Đại học Milan
610,Đại học Milano
611,Đại học Minnesota
612,Đại học Misericordia
613,Đại học Mississippi
614,Đại học Missouri–Trường Luật Thành phố Kansas
615,Đại học Moskva
616,Đại học Mount Saint Vincent
617,Đại học Mount Union
618,Đại học Mumbai
619,Đại học Munich
620,Đại học Muskingum
621,Đại học München
622,Đại học Mỹ thuật Hungary
623,Đại học Nam California
624,Đại học Nam Khai
625,Đại học Nam Kinh
626,Đại học Nam Phi
627,Đại học Nancy 2
628,Đại học Nantes
629,Đại học Naples Federico II
630,Đại học Napoli Federico II
631,Đại học Nebraska tại Omaha
632,Đại học Neuchâtel
633,"Đại học Nevada, Las Vegas"
634,Đại học New Mexico
635,Đại học New South Wales
636,Đại học New York
637,"Đại học New York, Albany"
638,Đại học Nghệ thuật Tokyo
639,Đại học Ngoại ngữ Bắc Kinh
640,Đại học Nhà vua Luân Đôn
641,Đại học Nhân dân Trung Quốc
642,Đại học North Carolina tại Chapel Hill
643,Đại học North Carolina ở Chapel Hill
644,Đại học North London
645,Đại học Notre Dame
646,Đại học Nottingham
647,Đại học Nuremberg
648,Đại học Nông nghiệp Bắc Kinh
649,Đại học Odessa
650,Đại học Oslo
651,Đại học Osmania
652,Đại học Osnabrück
653,Đại học Oulu
654,Đại học Oxford
655,Đại học Padua
656,Đại học Palermo
657,Đại học Panamerican
658,"Đại học Panjab, Chandigarh"
659,Đại học Pantheon-Sorbonne
660,Đại học Panthéon-Assas
661,Đại học Papua New Guinea
662,Đại học Paris
663,Đại học Paris Descartes
664,Đại học Paris Descartesy
665,Đại học Paris II
666,Đại học Paris Nanterre
667,Đại học Paris-Sorbonne
668,Đại học Parkwood
669,Đại học Peking
670,Đại học Pennsylvania
671,Đại học Philippines
672,Đại học Philippines Manila
673,Đại học Phục Đán
674,Đại học Pisa
675,Đại học Poitiers
676,Đại học Port Harcourt
677,Đại học Portsmouth
678,Đại học Potchefstroom
679,"Đại học Presidency, Chennai"
680,Đại học Princeton
681,Đại học Pune
682,Đại học Punjab
683,"Đại học Punjab, Lahore"
684,Đại học Queen Belfast
685,Đại học Quân sự Kim Nhật Thành
686,Đại học Quân sự và Chính trị chống Nhật
687,Đại học Quốc gia (Philippines)
688,Đại học Quốc gia Dnipropetrovsk
689,Đại học Quốc gia Federico Villarreal
690,Đại học Quốc gia Moskva
691,Đại học Quốc gia Moskva Lomonosov
692,Đại học Quốc gia Seoul
693,Đại học Quốc gia Singapore
694,Đại học Quốc gia Taras Shevchenko của Kyiv
695,Đại học Quốc gia Texas
696,Đại học Quốc gia Úc
697,Đại học Quốc lập Thành Công
698,Đại học Quốc phòng Carol I
699,Đại học Quốc phòng Quân Giải phóng Nhân dân
700,"Đại học Quốc phòng Quốc gia, Pakistan"
701,Đại học Quốc phòng Thái Lan
702,Đại học Quốc phòng Trung Quốc
703,"Đại học Quốc phòng, Pakistan"
704,Đại học Radboud Nijmegen
705,Đại học Rajaram
706,Đại học Rangoon
707,Đại học Rennes 2 – Thượng Brittany
708,Đại học Ritsumeikan
709,Đại học Rochester
710,Đại học Roma La Sapienza
711,Đại học Roma Sapienza
712,Đại học Rostock
713,Đại học San Andrés
714,Đại học San Carlos
715,Đại học San Ildefonso
716,Đại học San Juan de Letran
717,Đại học Santa Clara
718,Đại học Santiago de Compostela
719,Đại học Santo Tomas
720,Đại học Sapienza của Rome
721,Đại học Saskatchewan
722,Đại học Sassari
723,Đại học Savitribai Phule Pune
724,"Đại học Scotch, Melbourne"
725,Đại học Seikei
726,Đại học Silliman
727,Đại học Simon Fraser
728,Đại học Sofia
729,Đại học Sogang
730,Đại học South Carolina
731,Đại học Sri Venkateswara
732,Đại học Srinakharinwirot
733,Đại học St Andrews
734,Đại học St. Gallen
735,"Đại học St. Joseph, Tiruchirappalli"
736,Đại học St. Olaf
737,Đại học Stanford
738,Đại học Stockholm
739,Đại học Strasbourg
740,Đại học Sungkyunkwan
741,Đại học Sydney
742,Đại học Syracuse
743,Đại học Sư phạm Hoa Trung
744,Đại học Sư phạm Hoa Đông
745,Đại học Sư phạm Nam Kinh
746,Đại học Tampere
747,Đại học Tartu
748,Đại học Texas tại Austin
749,Đại học Thammasat
750,Đại học Thanh Hoa
751,Đại học Thessaloniki
752,Đại học Thái Bình Dương Azusa
753,Đại học Tirana
754,Đại học Tiểu bang Iowa
755,Đại học Tiểu bang Kansas
756,Đại học Tiểu bang Louisiana
757,Đại học Tiểu bang Ohio
758,Đại học Tokyo
759,Đại học Torino
760,Đại học Toronto
761,Đại học Toulouse
762,Đại học Trung Bắc
763,Đại học Trung Nam
764,Đại học Trung ương Ohio
765,Đại học Trung ương Philippines
766,Đại học Truyền giáo Sikh Shaheed
767,Đại học Trùng Khánh
768,Đại học Tsukuba
769,Đại học Tulane
770,Đại học Turin
771,Đại học Turku
772,Đại học Tài chính Kinh tế Trung ương
773,Đại học Tây Bắc
774,Đại học Tây Bắc Iowa
775,Đại học Tây Timișoara
776,Đại học Tây Úc
777,Đại học Tôn Dật Tiên Moskva
778,Đại học Tôn Trung Sơn Moskva
779,Đại học Tübingen
780,Đại học Tổng hợp Hà Nội
781,Đại học Tổng hợp Kim Nhật Thành
782,Đại học Tổng hợp Sankt-Peterburg
783,Đại học Tứ Xuyên
784,Đại học Tự chủ Quốc gia Mexico
785,Đại học Tự trị Quốc gia México
786,Đại học Umeå
787,Đại học Uppsala
788,Đại học Urbino
789,Đại học Utrecht
790,Đại học VU Amsterdam
791,Đại học Vanderbilt
792,Đại học Vermont
793,Đại học Vienna
794,Đại học Villanova
795,Đại học Vilnius
796,Đại học Virginia
797,Đại học Viên
798,Đại học Viễn Đông
799,Đại học Vũ Hán
800,Đại học Waikato
801,Đại học Warsaw
802,Đại học Warszawa
803,Đại học Warwick
804,Đại học Waseda
805,Đại học Washington
806,Đại học Washington and Lee
807,Đại học Wesley (Ohio)
808,Đại học Wesleyan
809,Đại học Wien
810,Đại học William & Mary
811,Đại học William và Mary
812,"Đại học Wilson, Mumbai"
813,Đại học Wisconsin – Milwaukee
814,Đại học Wisconsin-Madison
815,Đại học Wisconsin–Madison
816,Đại học Wisconsin–Milwaukee
817,Đại học Witwatersrand
818,Đại học Wrocław
819,Đại học Wyoming
820,Đại học Xavier
821,Đại học Xây dựng Bucarest
822,Đại học Y dược Lublin
823,Đại học Y khoa Hannover
824,Đại học Y khoa Iran
825,Đại học Y khoa Kabul
826,Đại học Y khoa Tabriz
827,Đại học Y khoa Trung Quốc
828,Đại học Yale
829,Đại học Yangon
830,Đại học Zagreb
831,Đại học Zambia
832,Đại học bang Michigan
833,Đại học chính trị quốc gia và hành chính công
834,Đại học mở ở Hà Lan
835,Đại học nữ sinh Rama Devi
836,Đại học quốc gia Dnipropetrovsk
837,Đại học quốc gia La Plata
838,Đại học quốc lập Đài Loan
839,Đại học quốc phòng
840,Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna
841,Đại học Đông Anglia
842,Đại học Đông Carolina (Cử nhân Nghệ thuật)
