person,person_url,university,university_url,source
David Mumford,https://vi.wikipedia.org/wiki/David_Mumford,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John Gunther Dean,https://vi.wikipedia.org/wiki/John_Gunther_Dean,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Deval Patrick,https://vi.wikipedia.org/wiki/Deval_Patrick,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Samuel Dexter,https://vi.wikipedia.org/wiki/Samuel_Dexter,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jared Diamond,https://vi.wikipedia.org/wiki/Jared_Diamond,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Edward Adelbert Doisy,https://vi.wikipedia.org/wiki/Edward_Adelbert_Doisy,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Léon H. Dupriez,https://vi.wikipedia.org/wiki/L%C3%A9on_H._Dupriez,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Edgar Schein,https://vi.wikipedia.org/wiki/Edgar_Schein,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John Tileston Edsall,https://vi.wikipedia.org/wiki/John_Tileston_Edsall,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Edward Mills Purcell,https://vi.wikipedia.org/wiki/Edward_Mills_Purcell,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Edward Said,https://vi.wikipedia.org/wiki/Edward_Said,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Edward Thorndike,https://vi.wikipedia.org/wiki/Edward_Thorndike,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Tsakhiagiin Elbegdorj,https://vi.wikipedia.org/wiki/Tsakhiagiin_Elbegdorj,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Elbridge Gerry,https://vi.wikipedia.org/wiki/Elbridge_Gerry,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Charles William Eliot,https://vi.wikipedia.org/wiki/Charles_William_Eliot,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
T. S. Eliot,https://vi.wikipedia.org/wiki/T._S._Eliot,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Noam Elkies,https://vi.wikipedia.org/wiki/Noam_Elkies,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Daniel Ellsberg,https://vi.wikipedia.org/wiki/Daniel_Ellsberg,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Emanuel Pastreich,https://vi.wikipedia.org/wiki/Emanuel_Pastreich,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John Franklin Enders,https://vi.wikipedia.org/wiki/John_Franklin_Enders,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Eva Njenga,https://vi.wikipedia.org/wiki/Eva_Njenga,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Fareed Zakaria,https://vi.wikipedia.org/wiki/Fareed_Zakaria,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Fayval Williams,https://vi.wikipedia.org/wiki/Fayval_Williams,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Frank Drake,https://vi.wikipedia.org/wiki/Frank_Drake,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert Friend (nhà thơ),https://vi.wikipedia.org/wiki/Robert_Friend_%28nh%C3%A0_th%C6%A1%29,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert Frost,https://vi.wikipedia.org/wiki/Robert_Frost,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Varian Fry,https://vi.wikipedia.org/wiki/Varian_Fry,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Francis Fukuyama,https://vi.wikipedia.org/wiki/Francis_Fukuyama,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Buckminster Fuller,https://vi.wikipedia.org/wiki/Buckminster_Fuller,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Howard Gardner,https://vi.wikipedia.org/wiki/Howard_Gardner,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Harold Garfinkel,https://vi.wikipedia.org/wiki/Harold_Garfinkel,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Bill Gates,https://vi.wikipedia.org/wiki/Bill_Gates,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Clifford Geertz,https://vi.wikipedia.org/wiki/Clifford_Geertz,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Frank Gehry,https://vi.wikipedia.org/wiki/Frank_Gehry,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Geoffrey S. Fletcher,https://vi.wikipedia.org/wiki/Geoffrey_S._Fletcher,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
George Abraham (nhà thơ),https://vi.wikipedia.org/wiki/George_Abraham_%28nh%C3%A0_th%C6%A1%29,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
George Armitage Miller,https://vi.wikipedia.org/wiki/George_Armitage_Miller,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
George Smith (nhà hóa học),https://vi.wikipedia.org/wiki/George_Smith_%28nh%C3%A0_h%C3%B3a_h%E1%BB%8Dc%29,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Gilbert N. Lewis,https://vi.wikipedia.org/wiki/Gilbert_N._Lewis,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Walter Gilbert,https://vi.wikipedia.org/wiki/Walter_Gilbert,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert Emmett Ginna Jr,https://vi.wikipedia.org/wiki/Robert_Emmett_Ginna_Jr,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Brett Giroir,https://vi.wikipedia.org/wiki/Brett_Giroir,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Daniel Goldhagen,https://vi.wikipedia.org/wiki/Daniel_Goldhagen,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Gordon Woodbury,https://vi.wikipedia.org/wiki/Gordon_Woodbury,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
David Goss,https://vi.wikipedia.org/wiki/David_Goss,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Gregg L. Semenza,https://vi.wikipedia.org/wiki/Gregg_L._Semenza,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Gregory P. Baxter,https://vi.wikipedia.org/wiki/Gregory_P._Baxter,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Hà Xuân Trừng,https://vi.wikipedia.org/wiki/H%C3%A0_Xu%C3%A2n_Tr%E1%BB%ABng,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
George S. Hammond,https://vi.wikipedia.org/wiki/George_S._Hammond,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Han Duck-soo,https://vi.wikipedia.org/wiki/Han_Duck-soo,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Harold E. Varmus,https://vi.wikipedia.org/wiki/Harold_E._Varmus,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Harry R. Lewis,https://vi.wikipedia.org/wiki/Harry_R._Lewis,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Trip Hawkins,https://vi.wikipedia.org/wiki/Trip_Hawkins,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
William Randolph Hearst,https://vi.wikipedia.org/wiki/William_Randolph_Hearst,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Henry Adams,https://vi.wikipedia.org/wiki/Henry_Adams,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Henry David Thoreau,https://vi.wikipedia.org/wiki/Henry_David_Thoreau,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Herbert Marcuse,https://vi.wikipedia.org/wiki/Herbert_Marcuse,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Dudley R. Herschbach,https://vi.wikipedia.org/wiki/Dudley_R._Herschbach,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Craig Hickman,https://vi.wikipedia.org/wiki/Craig_Hickman,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Heisuke Hironaka,https://vi.wikipedia.org/wiki/Heisuke_Hironaka,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Hoàng hậu Masako,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_h%E1%BA%ADu_Masako,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Hoàng Vĩ Triết,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_V%C4%A9_Tri%E1%BA%BFt,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Roald Hoffmann,https://vi.wikipedia.org/wiki/Roald_Hoffmann,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Howard Robert Horvitz,https://vi.wikipedia.org/wiki/Howard_Robert_Horvitz,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Charles Brenton Huggins,https://vi.wikipedia.org/wiki/Charles_Brenton_Huggins,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Hugh David Politzer,https://vi.wikipedia.org/wiki/Hugh_David_Politzer,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Chris Hughes,https://vi.wikipedia.org/wiki/Chris_Hughes,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Samuel P. Huntington,https://vi.wikipedia.org/wiki/Samuel_P._Huntington,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Ellsworth Huntington,https://vi.wikipedia.org/wiki/Ellsworth_Huntington,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Leonid Hurwicz,https://vi.wikipedia.org/wiki/Leonid_Hurwicz,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Iván Duque Márquez,https://vi.wikipedia.org/wiki/Iv%C3%A1n_Duque_M%C3%A1rquez,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jacques Derrida,https://vi.wikipedia.org/wiki/Jacques_Derrida,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
James R. Schlesinger,https://vi.wikipedia.org/wiki/James_R._Schlesinger,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jennifer Tour Chayes,https://vi.wikipedia.org/wiki/Jennifer_Tour_Chayes,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jessalyn Gilsig,https://vi.wikipedia.org/wiki/Jessalyn_Gilsig,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Joel Asaph Allen,https://vi.wikipedia.org/wiki/Joel_Asaph_Allen,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John Hancock,https://vi.wikipedia.org/wiki/John_Hancock,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John J. Loud,https://vi.wikipedia.org/wiki/John_J._Loud,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Philip Johnson,https://vi.wikipedia.org/wiki/Philip_Johnson,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jon Caramanica,https://vi.wikipedia.org/wiki/Jon_Caramanica,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Rashida Jones,https://vi.wikipedia.org/wiki/Rashida_Jones,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Ted Kaczynski,https://vi.wikipedia.org/wiki/Ted_Kaczynski,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Michio Kaku,https://vi.wikipedia.org/wiki/Michio_Kaku,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Frank Kameny,https://vi.wikipedia.org/wiki/Frank_Kameny,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Kamikawa Yōko,https://vi.wikipedia.org/wiki/Kamikawa_Y%C5%8Dko,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Peter R. Kann,https://vi.wikipedia.org/wiki/Peter_R._Kann,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jerome Karle,https://vi.wikipedia.org/wiki/Jerome_Karle,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Martin Karplus,https://vi.wikipedia.org/wiki/Martin_Karplus,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Ephraim Katzir,https://vi.wikipedia.org/wiki/Ephraim_Katzir,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Kellie Magnus,https://vi.wikipedia.org/wiki/Kellie_Magnus,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Caroline Kennedy,https://vi.wikipedia.org/wiki/Caroline_Kennedy,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
John F. Kennedy,https://vi.wikipedia.org/wiki/John_F._Kennedy,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert F. Kennedy,https://vi.wikipedia.org/wiki/Robert_F._Kennedy,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Ted Kennedy,https://vi.wikipedia.org/wiki/Ted_Kennedy,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
William Lyon Mackenzie King,https://vi.wikipedia.org/wiki/William_Lyon_Mackenzie_King,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Alfred Kinsey,https://vi.wikipedia.org/wiki/Alfred_Kinsey,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Henry Kissinger,https://vi.wikipedia.org/wiki/Henry_Kissinger,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
William Standish Knowles,https://vi.wikipedia.org/wiki/William_Standish_Knowles,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Kobayashi Takayuki,https://vi.wikipedia.org/wiki/Kobayashi_Takayuki,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Walter Kohn,https://vi.wikipedia.org/wiki/Walter_Kohn,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Komura Jutarō,https://vi.wikipedia.org/wiki/Komura_Jutar%C5%8D,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jioji Konrote,https://vi.wikipedia.org/wiki/Jioji_Konrote,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Roger D. Kornberg,https://vi.wikipedia.org/wiki/Roger_D._Kornberg,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Philip Kotler,https://vi.wikipedia.org/wiki/Philip_Kotler,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Erich Kunzel,https://vi.wikipedia.org/wiki/Erich_Kunzel,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jared Kushner,https://vi.wikipedia.org/wiki/Jared_Kushner,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Anthony Lake,https://vi.wikipedia.org/wiki/Anthony_Lake,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Lincoln LaPaz,https://vi.wikipedia.org/wiki/Lincoln_LaPaz,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Lâm Ngữ Đường,https://vi.wikipedia.org/wiki/L%C3%A2m_Ng%E1%BB%AF_%C4%90%C6%B0%E1%BB%9Dng,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Tom Lehrer,https://vi.wikipedia.org/wiki/Tom_Lehrer,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Wassily Leontief,https://vi.wikipedia.org/wiki/Wassily_Leontief,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Luna Leopold,https://vi.wikipedia.org/wiki/Luna_Leopold,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Lester R. Ford,https://vi.wikipedia.org/wiki/Lester_R._Ford,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Mark Levine (chính khách Virginia),https://vi.wikipedia.org/wiki/Mark_Levine_%28ch%C3%ADnh_kh%C3%A1ch_Virginia%29,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jack Lew,https://vi.wikipedia.org/wiki/Jack_Lew,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Allan Lichtman,https://vi.wikipedia.org/wiki/Allan_Lichtman,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert Todd Lincoln,https://vi.wikipedia.org/wiki/Robert_Todd_Lincoln,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Lisa Randall,https://vi.wikipedia.org/wiki/Lisa_Randall,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Liz Murray,https://vi.wikipedia.org/wiki/Liz_Murray,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Henry Cabot Lodge Jr.,https://vi.wikipedia.org/wiki/Henry_Cabot_Lodge_Jr.,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Clara López Obregón,https://vi.wikipedia.org/wiki/Clara_L%C3%B3pez_Obreg%C3%B3n,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Lý Thừa Vãn,https://vi.wikipedia.org/wiki/L%C3%BD_Th%E1%BB%ABa_V%C3%A3n,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Theodore Lyman,https://vi.wikipedia.org/wiki/Theodore_Lyman,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Mã Hữu Hữu,https://vi.wikipedia.org/wiki/M%C3%A3_H%E1%BB%AFu_H%E1%BB%AFu,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Robert MacPherson,https://vi.wikipedia.org/wiki/Robert_MacPherson,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Ananda Mahidol,https://vi.wikipedia.org/wiki/Ananda_Mahidol,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Maki Fumihiko,https://vi.wikipedia.org/wiki/Maki_Fumihiko,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Terrence Malick,https://vi.wikipedia.org/wiki/Terrence_Malick,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Margaret A. Dix,https://vi.wikipedia.org/wiki/Margaret_A._Dix,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Margaret Atwood,https://vi.wikipedia.org/wiki/Margaret_Atwood,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
María Eugenia Estenssoro,https://vi.wikipedia.org/wiki/Mar%C3%ADa_Eugenia_Estenssoro,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Marvin Minsky,https://vi.wikipedia.org/wiki/Marvin_Minsky,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Eric Maskin,https://vi.wikipedia.org/wiki/Eric_Maskin,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Matt Damon,https://vi.wikipedia.org/wiki/Matt_Damon,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Thom Mayne,https://vi.wikipedia.org/wiki/Thom_Mayne,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Jim McGreevey,https://vi.wikipedia.org/wiki/Jim_McGreevey,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
Curtis T. McMullen,https://vi.wikipedia.org/wiki/Curtis_T._McMullen,Đại học Harvard,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Harvard,category
